HL = 1.000 | t1//t0 = 9.000 | l1//l0 = 0.700 | alpha = 1.34 | Tmax = Inf
 HL = 5.000 | t1//t0 = 2.000 | l1//l0 = 0.020 | alpha = 1.55 | Tmax = 0.244579
 HL = 0.200 | t1//t0 = 2.000 | l1//l0 = 0.070 | alpha = 1.07 | Tmax = 0.291900
 HL = 0.200 | t1//t0 = 5.000 | l1//l0 = 0.070 | alpha = 1.01 | Tmax = 0.151601
 HL = 0.500 | t1//t0 = 4.000 | l1//l0 = 0.500 | alpha = 1.20 | Tmax = 0.134597
 HL = 0.500 | t1//t0 = 5.000 | l1//l0 = 1.000 | alpha = 1.11 | Tmax = 0.124789
 HL = 0.200 | t1//t0 = 12.000 | l1//l0 = 1.000 | alpha = 1.07 | Tmax = 0.120745
 HL = 5.000 | t1//t0 = 20.000 | l1//l0 = 0.300 | alpha = 1.04 | Tmax = Inf
 HL = 0.200 | t1//t0 = 5.000 | l1//l0 = 0.005 | alpha = 1.33 | Tmax = 0.068280
 HL = 0.200 | t1//t0 = 12.000 | l1//l0 = 0.700 | alpha = 1.10 | Tmax = 0.078400
 HL = 0.200 | t1//t0 = 5.000 | l1//l0 = 0.007 | alpha = 1.10 | Tmax = 0.128094
 HL = 0.200 | t1//t0 = 11.000 | l1//l0 = 0.005 | alpha = 1.05 | Tmax = 0.062255
 HL = 22.000 | t1//t0 = 9.000 | l1//l0 = 0.020 | alpha = 1.13 | Tmax = Inf
 HL = 10.000 | t1//t0 = 2.000 | l1//l0 = 1.000 | alpha = 1.56 | Tmax = Inf
 HL = 0.200 | t1//t0 = 2.000 | l1//l0 = 0.030 | alpha = 1.20 | Tmax = 0.307638
 HL = 0.200 | t1//t0 = 4.000 | l1//l0 = 0.010 | alpha = 1.01 | Tmax = 0.179783
 HL = 1.000 | t1//t0 = 160.000 | l1//l0 = 0.070 | alpha = 1.03 | Tmax = Inf
 HL = 0.200 | t1//t0 = 5.000 | l1//l0 = 1.000 | alpha = 1.17 | Tmax = 0.242192
 HL = 0.200 | t1//t0 = 4.000 | l1//l0 = 0.007 | alpha = 1.39 | Tmax = 0.068093
 HL = 0.200 | t1//t0 = 12.000 | l1//l0 = 0.050 | alpha = 1.03 | Tmax = 0.062712
 HL = 10.000 | t1//t0 = 4.000 | l1//l0 = 0.020 | alpha = 1.22 | Tmax = Inf
 HL = 0.200 | t1//t0 = 5.000 | l1//l0 = 0.003 | alpha = 1.36 | Tmax = 0.065237
 HL = 0.200 | t1//t0 = 40.000 | l1//l0 = 1.000 | alpha = 1.42 | Tmax = Inf
 HL = 2.000 | t1//t0 = 2.000 | l1//l0 = 1.000 | alpha = 1.01 | Tmax = 0.501924
 HL = 0.200 | t1//t0 = 12.000 | l1//l0 = 0.070 | alpha = 1.07 | Tmax = 0.063601
 HL = 0.500 | t1//t0 = 4.000 | l1//l0 = 0.020 | alpha = 1.01 | Tmax = 0.146457
 HL = 1.000 | t1//t0 = 2.000 | l1//l0 = 0.005 | alpha = 1.16 | Tmax = 0.238585
 HL = 0.200 | t1//t0 = 10.000 | l1//l0 = 0.005 | alpha = 1.03 | Tmax = 0.066313
 HL = 1.000 | t1//t0 = 2.000 | l1//l0 = 0.700 | alpha = 1.22 | Tmax = 0.164351
 HL = 0.200 | t1//t0 = 13.000 | l1//l0 = 0.300 | alpha = 1.05 | Tmax = 0.061978
 HL = 0.200 | t1//t0 = 5.000 | l1//l0 = 0.007 | alpha = 1.33 | Tmax = 0.068313
 HL = 0.200 | t1//t0 = 5.000 | l1//l0 = 0.007 | alpha = 1.30 | Tmax = 0.074285
 HL = 0.200 | t1//t0 = 4.000 | l1//l0 = 0.300 | alpha = 1.29 | Tmax = 0.136571
 HL = 10.000 | t1//t0 = 5.000 | l1//l0 = 0.010 | alpha = 1.25 | Tmax = Inf
 HL = 7.000 | t1//t0 = 15.000 | l1//l0 = 0.100 | alpha = 1.33 | Tmax = Inf
 HL = 0.200 | t1//t0 = 4.000 | l1//l0 = 0.007 | alpha = 1.31 | Tmax = 0.092083
 HL = 0.500 | t1//t0 = 2.000 | l1//l0 = 0.005 | alpha = 1.33 | Tmax = 0.117171
 HL = 0.500 | t1//t0 = 2.000 | l1//l0 = 0.030 | alpha = 1.31 | Tmax = 0.118068
 HL = 0.500 | t1//t0 = 2.000 | l1//l0 = 0.005 | alpha = 1.04 | Tmax = 0.140606
 HL = 0.200 | t1//t0 = 10.000 | l1//l0 = 1.000 | alpha = 1.19 | Tmax = 0.119261
 HL = 30.000 | t1//t0 = 5.000 | l1//l0 = 0.700 | alpha = 1.06 | Tmax = Inf
 HL = 0.200 | t1//t0 = 10.000 | l1//l0 = 0.700 | alpha = 1.11 | Tmax = 0.096733
 HL = 1.000 | t1//t0 = 2.000 | l1//l0 = 0.005 | alpha = 1.34 | Tmax = 0.172695
 HL = 0.200 | t1//t0 = 140.000 | l1//l0 = 0.003 | alpha = 1.18 | Tmax = Inf
 HL = 0.200 | t1//t0 = 4.000 | l1//l0 = 0.100 | alpha = 1.24 | Tmax = 0.126983
 HL = 2.000 | t1//t0 = 2.000 | l1//l0 = 1.000 | alpha = 1.26 | Tmax = 0.381588
 HL = 20.000 | t1//t0 = 18.000 | l1//l0 = 0.030 | alpha = 1.24 | Tmax = Inf
 HL = 0.200 | t1//t0 = 18.000 | l1//l0 = 0.700 | alpha = 1.10 | Tmax = 0.063406
 HL = 0.200 | t1//t0 = 2.000 | l1//l0 = 0.007 | alpha = 1.07 | Tmax = 0.285356
 HL = 0.500 | t1//t0 = 4.000 | l1//l0 = 0.020 | alpha = 1.06 | Tmax = 0.148375
 HL = 0.200 | t1//t0 = 4.000 | l1//l0 = 0.300 | alpha = 1.26 | Tmax = 0.147366
 HL = 5.000 | t1//t0 = 180.000 | l1//l0 = 0.010 | alpha = 1.51 | Tmax = Inf
 HL = 28.000 | t1//t0 = 220.000 | l1//l0 = 0.500 | alpha = 1.07 | Tmax = Inf
 HL = 0.500 | t1//t0 = 2.000 | l1//l0 = 0.002 | alpha = 1.35 | Tmax = 0.116658
 HL = 0.200 | t1//t0 = 5.000 | l1//l0 = 0.007 | alpha = 1.21 | Tmax = 0.099070
 HL = 1.000 | t1//t0 = 2.000 | l1//l0 = 1.000 | alpha = 1.42 | Tmax = 0.071766
 HL = 0.500 | t1//t0 = 2.000 | l1//l0 = 0.007 | alpha = 1.21 | Tmax = 0.125022
 HL = 0.200 | t1//t0 = 2.000 | l1//l0 = 0.003 | alpha = 1.30 | Tmax = 0.336642
 HL = 0.500 | t1//t0 = 2.000 | l1//l0 = 0.005 | alpha = 1.00 | Tmax = 0.144126
 HL = 1.000 | t1//t0 = 2.000 | l1//l0 = 0.030 | alpha = 1.46 | Tmax = 0.092940
 HL = 1.000 | t1//t0 = 4.000 | l1//l0 = 0.700 | alpha = 1.41 | Tmax = 0.249798
 HL = 0.500 | t1//t0 = 2.000 | l1//l0 = 0.007 | alpha = 1.23 | Tmax = 0.123314
 HL = 0.200 | t1//t0 = 5.000 | l1//l0 = 0.002 | alpha = 1.26 | Tmax = 0.084480
 HL = 0.200 | t1//t0 = 12.000 | l1//l0 = 1.000 | alpha = 1.24 | Tmax = 0.080329
 HL = 0.200 | t1//t0 = 2.000 | l1//l0 = 0.020 | alpha = 1.28 | Tmax = 0.330949
 HL = 7.000 | t1//t0 = 13.000 | l1//l0 = 0.700 | alpha = 1.08 | Tmax = Inf
 HL = 0.200 | t1//t0 = 5.000 | l1//l0 = 0.700 | alpha = 1.02 | Tmax = 0.214328
 HL = 5.000 | t1//t0 = 200.000 | l1//l0 = 0.007 | alpha = 1.16 | Tmax = Inf
 HL = 0.200 | t1//t0 = 2.000 | l1//l0 = 0.020 | alpha = 1.23 | Tmax = 0.314266
 HL = 2.000 | t1//t0 = 160.000 | l1//l0 = 0.700 | alpha = 1.09 | Tmax = Inf
 HL = 0.200 | t1//t0 = 5.000 | l1//l0 = 0.030 | alpha = 1.20 | Tmax = 0.103401
 HL = 0.200 | t1//t0 = 10.000 | l1//l0 = 0.050 | alpha = 1.10 | Tmax = 0.062923
 HL = 1.000 | t1//t0 = 2.000 | l1//l0 = 0.050 | alpha = 1.00 | Tmax = 0.264020
 HL = 0.500 | t1//t0 = 5.000 | l1//l0 = 0.070 | alpha = 1.02 | Tmax = 0.152831
 HL = 0.200 | t1//t0 = 9.000 | l1//l0 = 0.700 | alpha = 1.16 | Tmax = 0.098810
 HL = 7.000 | t1//t0 = 60.000 | l1//l0 = 0.010 | alpha = 1.32 | Tmax = Inf
 HL = 1.000 | t1//t0 = 2.000 | l1//l0 = 0.050 | alpha = 1.32 | Tmax = 0.177588
 HL = 0.500 | t1//t0 = 2.000 | l1//l0 = 0.100 | alpha = 1.06 | Tmax = 0.136172
 HL = 0.200 | t1//t0 = 5.000 | l1//l0 = 0.001 | alpha = 1.01 | Tmax = 0.146467
 HL = 0.200 | t1//t0 = 10.000 | l1//l0 = 0.020 | alpha = 1.01 | Tmax = 0.068241
 HL = 0.500 | t1//t0 = 4.000 | l1//l0 = 0.500 | alpha = 1.02 | Tmax = 0.134267
 HL = 0.200 | t1//t0 = 12.000 | l1//l0 = 0.100 | alpha = 1.07 | Tmax = 0.063326
 HL = 1.000 | t1//t0 = 2.000 | l1//l0 = 0.002 | alpha = 1.39 | Tmax = 0.145353
 
