HL = 1.000 | t1//t0 = 9.000 | l1//l0 = 0.700 | alpha = 1.34 | Tmax = Inf
 HL = 7.000 | t1//t0 = 100.000 | l1//l0 = 0.700 | alpha = 1.52 | Tmax = Inf
 HL = 5.000 | t1//t0 = 80.000 | l1//l0 = 0.500 | alpha = 1.53 | Tmax = Inf
 HL = 7.000 | t1//t0 = 90.000 | l1//l0 = 1.000 | alpha = 1.57 | Tmax = Inf
 HL = 5.000 | t1//t0 = 110.000 | l1//l0 = 1.000 | alpha = 1.54 | Tmax = Inf
 HL = 7.000 | t1//t0 = 90.000 | l1//l0 = 1.000 | alpha = 1.53 | Tmax = Inf
 HL = 2.000 | t1//t0 = 90.000 | l1//l0 = 1.000 | alpha = 1.53 | Tmax = Inf
 HL = 5.000 | t1//t0 = 130.000 | l1//l0 = 1.000 | alpha = 1.55 | Tmax = Inf
 HL = 2.000 | t1//t0 = 130.000 | l1//l0 = 0.700 | alpha = 1.54 | Tmax = Inf
 HL = 5.000 | t1//t0 = 130.000 | l1//l0 = 0.700 | alpha = 1.57 | Tmax = Inf
 HL = 5.000 | t1//t0 = 130.000 | l1//l0 = 0.700 | alpha = 1.56 | Tmax = Inf
 HL = 7.000 | t1//t0 = 120.000 | l1//l0 = 0.700 | alpha = 1.54 | Tmax = Inf
 HL = 2.000 | t1//t0 = 130.000 | l1//l0 = 1.000 | alpha = 1.54 | Tmax = Inf
 HL = 2.000 | t1//t0 = 90.000 | l1//l0 = 1.000 | alpha = 1.56 | Tmax = Inf
 HL = 2.000 | t1//t0 = 100.000 | l1//l0 = 0.700 | alpha = 1.54 | Tmax = Inf
 HL = 2.000 | t1//t0 = 90.000 | l1//l0 = 1.000 | alpha = 1.55 | Tmax = Inf
 HL = 5.000 | t1//t0 = 130.000 | l1//l0 = 1.000 | alpha = 1.57 | Tmax = Inf
 HL = 5.000 | t1//t0 = 130.000 | l1//l0 = 1.000 | alpha = 1.56 | Tmax = Inf
 HL = 7.000 | t1//t0 = 110.000 | l1//l0 = 0.700 | alpha = 1.57 | Tmax = Inf
 HL = 5.000 | t1//t0 = 100.000 | l1//l0 = 1.000 | alpha = 1.57 | Tmax = Inf
 HL = 5.000 | t1//t0 = 100.000 | l1//l0 = 1.000 | alpha = 1.55 | Tmax = Inf
 HL = 5.000 | t1//t0 = 110.000 | l1//l0 = 0.700 | alpha = 1.56 | Tmax = Inf
 HL = 5.000 | t1//t0 = 120.000 | l1//l0 = 0.700 | alpha = 1.56 | Tmax = Inf
 HL = 7.000 | t1//t0 = 100.000 | l1//l0 = 0.700 | alpha = 1.56 | Tmax = Inf
 HL = 5.000 | t1//t0 = 100.000 | l1//l0 = 1.000 | alpha = 1.56 | Tmax = Inf
 HL = 5.000 | t1//t0 = 110.000 | l1//l0 = 1.000 | alpha = 1.56 | Tmax = Inf
 HL = 7.000 | t1//t0 = 120.000 | l1//l0 = 1.000 | alpha = 1.57 | Tmax = Inf
 HL = 5.000 | t1//t0 = 120.000 | l1//l0 = 1.000 | alpha = 1.57 | Tmax = Inf
 HL = 7.000 | t1//t0 = 120.000 | l1//l0 = 0.700 | alpha = 1.56 | Tmax = Inf
 HL = 2.000 | t1//t0 = 110.000 | l1//l0 = 1.000 | alpha = 1.56 | Tmax = Inf
 HL = 7.000 | t1//t0 = 120.000 | l1//l0 = 0.700 | alpha = 1.56 | Tmax = Inf
 HL = 5.000 | t1//t0 = 120.000 | l1//l0 = 1.000 | alpha = 1.56 | Tmax = Inf
 HL = 2.000 | t1//t0 = 120.000 | l1//l0 = 0.700 | alpha = 1.56 | Tmax = Inf
 HL = 7.000 | t1//t0 = 110.000 | l1//l0 = 1.000 | alpha = 1.56 | Tmax = Inf
 HL = 5.000 | t1//t0 = 100.000 | l1//l0 = 1.000 | alpha = 1.56 | Tmax = Inf
 HL = 2.000 | t1//t0 = 100.000 | l1//l0 = 0.700 | alpha = 1.56 | Tmax = Inf
 HL = 7.000 | t1//t0 = 120.000 | l1//l0 = 1.000 | alpha = 1.56 | Tmax = Inf
 HL = 5.000 | t1//t0 = 120.000 | l1//l0 = 1.000 | alpha = 1.56 | Tmax = Inf
 HL = 7.000 | t1//t0 = 110.000 | l1//l0 = 1.000 | alpha = 1.56 | Tmax = Inf
 HL = 5.000 | t1//t0 = 100.000 | l1//l0 = 1.000 | alpha = 1.56 | Tmax = Inf
 HL = 5.000 | t1//t0 = 120.000 | l1//l0 = 1.000 | alpha = 1.56 | Tmax = Inf
 HL = 2.000 | t1//t0 = 100.000 | l1//l0 = 1.000 | alpha = 1.56 | Tmax = Inf
 HL = 2.000 | t1//t0 = 210.000 | l1//l0 = 1.000 | alpha = 1.26 | Tmax = Inf
 HL = 2.000 | t1//t0 = 50.000 | l1//l0 = 0.300 | alpha = 1.13 | Tmax = 0.390468
 HL = 0.200 | t1//t0 = 170.000 | l1//l0 = 0.005 | alpha = 1.27 | Tmax = 0.095440
 HL = 2.000 | t1//t0 = 130.000 | l1//l0 = 0.070 | alpha = 1.31 | Tmax = 0.404448
 HL = 0.500 | t1//t0 = 90.000 | l1//l0 = 0.003 | alpha = 1.20 | Tmax = 0.185292
 HL = 1.000 | t1//t0 = 18.000 | l1//l0 = 0.070 | alpha = 1.23 | Tmax = 0.137405
 HL = 7.000 | t1//t0 = 80.000 | l1//l0 = 0.020 | alpha = 1.55 | Tmax = 0.890922
 HL = 5.000 | t1//t0 = 9.000 | l1//l0 = 0.020 | alpha = 1.31 | Tmax = 1.285654
 HL = 1.000 | t1//t0 = 30.000 | l1//l0 = 0.030 | alpha = 1.37 | Tmax = 0.101813
 HL = 30.000 | t1//t0 = 100.000 | l1//l0 = 0.500 | alpha = 1.54 | Tmax = Inf
 HL = 1.000 | t1//t0 = 100.000 | l1//l0 = 0.070 | alpha = 1.37 | Tmax = 0.105462
 HL = 1.000 | t1//t0 = 70.000 | l1//l0 = 0.030 | alpha = 1.39 | Tmax = 0.137090
 HL = 2.000 | t1//t0 = 12.000 | l1//l0 = 0.030 | alpha = 1.49 | Tmax = 0.050098
 HL = 5.000 | t1//t0 = 40.000 | l1//l0 = 0.300 | alpha = 1.48 | Tmax = 0.419415
 HL = 0.500 | t1//t0 = 120.000 | l1//l0 = 0.050 | alpha = 1.41 | Tmax = 0.149818
 HL = 2.000 | t1//t0 = 200.000 | l1//l0 = 0.500 | alpha = 1.45 | Tmax = Inf
 HL = 15.000 | t1//t0 = 130.000 | l1//l0 = 1.000 | alpha = 1.38 | Tmax = Inf
 HL = 2.000 | t1//t0 = 180.000 | l1//l0 = 0.100 | alpha = 1.41 | Tmax = 0.222891
 HL = 5.000 | t1//t0 = 200.000 | l1//l0 = 0.050 | alpha = 1.44 | Tmax = Inf
 HL = 2.000 | t1//t0 = 50.000 | l1//l0 = 0.500 | alpha = 1.36 | Tmax = 0.138830
 HL = 5.000 | t1//t0 = 180.000 | l1//l0 = 0.500 | alpha = 1.41 | Tmax = Inf
 HL = 10.000 | t1//t0 = 50.000 | l1//l0 = 0.050 | alpha = 1.54 | Tmax = 1.015062
 HL = 2.000 | t1//t0 = 18.000 | l1//l0 = 0.100 | alpha = 1.41 | Tmax = 0.169038
 HL = 5.000 | t1//t0 = 20.000 | l1//l0 = 1.000 | alpha = 1.40 | Tmax = 0.502783
 HL = 18.000 | t1//t0 = 200.000 | l1//l0 = 0.500 | alpha = 1.53 | Tmax = Inf
 HL = 15.000 | t1//t0 = 200.000 | l1//l0 = 0.070 | alpha = 1.55 | Tmax = Inf
 HL = 2.000 | t1//t0 = 120.000 | l1//l0 = 0.300 | alpha = 1.39 | Tmax = 0.147810
 HL = 18.000 | t1//t0 = 50.000 | l1//l0 = 0.500 | alpha = 1.45 | Tmax = Inf
 HL = 1.000 | t1//t0 = 110.000 | l1//l0 = 0.070 | alpha = 1.42 | Tmax = 0.080168
 HL = 7.000 | t1//t0 = 180.000 | l1//l0 = 0.300 | alpha = 1.38 | Tmax = Inf
 HL = 15.000 | t1//t0 = 20.000 | l1//l0 = 0.500 | alpha = 1.43 | Tmax = Inf
 HL = 7.000 | t1//t0 = 18.000 | l1//l0 = 0.700 | alpha = 1.39 | Tmax = 1.195790
 HL = 10.000 | t1//t0 = 180.000 | l1//l0 = 0.500 | alpha = 1.50 | Tmax = Inf
 HL = 15.000 | t1//t0 = 20.000 | l1//l0 = 0.300 | alpha = 1.54 | Tmax = 1.165035
 HL = 1.000 | t1//t0 = 40.000 | l1//l0 = 0.070 | alpha = 1.43 | Tmax = 0.086811
 HL = 5.000 | t1//t0 = 200.000 | l1//l0 = 0.500 | alpha = 1.42 | Tmax = Inf
 HL = 15.000 | t1//t0 = 50.000 | l1//l0 = 0.500 | alpha = 1.47 | Tmax = Inf
 HL = 7.000 | t1//t0 = 40.000 | l1//l0 = 0.070 | alpha = 1.45 | Tmax = 1.498684
 HL = 5.000 | t1//t0 = 120.000 | l1//l0 = 0.700 | alpha = 1.43 | Tmax = Inf
 HL = 7.000 | t1//t0 = 50.000 | l1//l0 = 0.100 | alpha = 1.55 | Tmax = 0.037807
 HL = 5.000 | t1//t0 = 50.000 | l1//l0 = 0.500 | alpha = 1.42 | Tmax = 0.631385
 HL = 7.000 | t1//t0 = 200.000 | l1//l0 = 0.500 | alpha = 1.42 | Tmax = Inf
 HL = 2.000 | t1//t0 = 130.000 | l1//l0 = 0.070 | alpha = 1.41 | Tmax = 0.268235
 HL = 7.000 | t1//t0 = 120.000 | l1//l0 = 0.500 | alpha = 1.40 | Tmax = Inf
 HL = 18.000 | t1//t0 = 40.000 | l1//l0 = 1.000 | alpha = 1.42 | Tmax = Inf
 HL = 18.000 | t1//t0 = 40.000 | l1//l0 = 0.700 | alpha = 1.50 | Tmax = Inf
 HL = 18.000 | t1//t0 = 60.000 | l1//l0 = 1.000 | alpha = 1.52 | Tmax = Inf
 HL = 2.000 | t1//t0 = 130.000 | l1//l0 = 0.500 | alpha = 1.44 | Tmax = Inf
 HL = 7.000 | t1//t0 = 60.000 | l1//l0 = 1.000 | alpha = 1.51 | Tmax = Inf
 HL = 10.000 | t1//t0 = 180.000 | l1//l0 = 0.700 | alpha = 1.47 | Tmax = Inf
 HL = 5.000 | t1//t0 = 90.000 | l1//l0 = 0.500 | alpha = 1.48 | Tmax = Inf
 HL = 5.000 | t1//t0 = 80.000 | l1//l0 = 0.100 | alpha = 1.50 | Tmax = 0.500332
 HL = 18.000 | t1//t0 = 100.000 | l1//l0 = 1.000 | alpha = 1.51 | Tmax = Inf
 HL = 15.000 | t1//t0 = 30.000 | l1//l0 = 0.700 | alpha = 1.53 | Tmax = Inf
 HL = 2.000 | t1//t0 = 120.000 | l1//l0 = 0.500 | alpha = 1.42 | Tmax = Inf
 HL = 10.000 | t1//t0 = 80.000 | l1//l0 = 1.000 | alpha = 1.54 | Tmax = Inf
 HL = 7.000 | t1//t0 = 110.000 | l1//l0 = 0.500 | alpha = 1.42 | Tmax = Inf
 HL = 18.000 | t1//t0 = 160.000 | l1//l0 = 0.500 | alpha = 1.48 | Tmax = Inf
 HL = 7.000 | t1//t0 = 140.000 | l1//l0 = 0.100 | alpha = 1.52 | Tmax = 0.714771
 HL = 7.000 | t1//t0 = 160.000 | l1//l0 = 1.000 | alpha = 1.53 | Tmax = Inf
 HL = 15.000 | t1//t0 = 120.000 | l1//l0 = 0.500 | alpha = 1.47 | Tmax = Inf
 HL = 10.000 | t1//t0 = 130.000 | l1//l0 = 0.700 | alpha = 1.46 | Tmax = Inf
 HL = 10.000 | t1//t0 = 110.000 | l1//l0 = 0.300 | alpha = 1.44 | Tmax = Inf
 HL = 15.000 | t1//t0 = 140.000 | l1//l0 = 0.100 | alpha = 1.49 | Tmax = Inf
 HL = 5.000 | t1//t0 = 90.000 | l1//l0 = 0.300 | alpha = 1.46 | Tmax = 0.556005
 HL = 5.000 | t1//t0 = 170.000 | l1//l0 = 1.000 | alpha = 1.45 | Tmax = Inf
 HL = 7.000 | t1//t0 = 40.000 | l1//l0 = 0.300 | alpha = 1.47 | Tmax = 0.963240
 HL = 7.000 | t1//t0 = 70.000 | l1//l0 = 0.100 | alpha = 1.42 | Tmax = 1.659328
 HL = 2.000 | t1//t0 = 160.000 | l1//l0 = 0.700 | alpha = 1.45 | Tmax = Inf
 HL = 15.000 | t1//t0 = 130.000 | l1//l0 = 0.700 | alpha = 1.43 | Tmax = Inf
 HL = 18.000 | t1//t0 = 140.000 | l1//l0 = 0.700 | alpha = 1.49 | Tmax = Inf
 HL = 15.000 | t1//t0 = 120.000 | l1//l0 = 0.500 | alpha = 1.43 | Tmax = Inf
 HL = 15.000 | t1//t0 = 190.000 | l1//l0 = 1.000 | alpha = 1.48 | Tmax = Inf
 HL = 15.000 | t1//t0 = 60.000 | l1//l0 = 1.000 | alpha = 1.47 | Tmax = Inf
 HL = 10.000 | t1//t0 = 160.000 | l1//l0 = 0.500 | alpha = 1.45 | Tmax = Inf
 HL = 7.000 | t1//t0 = 160.000 | l1//l0 = 0.500 | alpha = 1.47 | Tmax = Inf
 HL = 7.000 | t1//t0 = 60.000 | l1//l0 = 0.100 | alpha = 1.43 | Tmax = 1.585266
 HL = 18.000 | t1//t0 = 150.000 | l1//l0 = 0.300 | alpha = 1.47 | Tmax = Inf
 HL = 7.000 | t1//t0 = 160.000 | l1//l0 = 0.100 | alpha = 1.54 | Tmax = Inf
 HL = 7.000 | t1//t0 = 70.000 | l1//l0 = 0.300 | alpha = 1.53 | Tmax = Inf
 HL = 7.000 | t1//t0 = 40.000 | l1//l0 = 0.100 | alpha = 1.55 | Tmax = 0.031446
 HL = 10.000 | t1//t0 = 100.000 | l1//l0 = 0.100 | alpha = 1.45 | Tmax = Inf
 HL = 18.000 | t1//t0 = 17.000 | l1//l0 = 1.000 | alpha = 1.46 | Tmax = 3.590059
 HL = 5.000 | t1//t0 = 30.000 | l1//l0 = 0.100 | alpha = 1.54 | Tmax = 0.033665
 HL = 2.000 | t1//t0 = 15.000 | l1//l0 = 0.100 | alpha = 1.45 | Tmax = 0.097015
 HL = 2.000 | t1//t0 = 110.000 | l1//l0 = 0.100 | alpha = 1.48 | Tmax = 0.078977
 HL = 5.000 | t1//t0 = 30.000 | l1//l0 = 0.050 | alpha = 1.49 | Tmax = 0.623014
 HL = 5.000 | t1//t0 = 80.000 | l1//l0 = 0.050 | alpha = 1.48 | Tmax = 0.877564
 HL = 10.000 | t1//t0 = 60.000 | l1//l0 = 0.030 | alpha = 1.56 | Tmax = 0.196027
 HL = 5.000 | t1//t0 = 90.000 | l1//l0 = 0.500 | alpha = 1.51 | Tmax = Inf
 HL = 10.000 | t1//t0 = 20.000 | l1//l0 = 0.050 | alpha = 1.50 | Tmax = 1.793211
 HL = 5.000 | t1//t0 = 20.000 | l1//l0 = 0.100 | alpha = 1.51 | Tmax = 0.318189
 HL = 5.000 | t1//t0 = 30.000 | l1//l0 = 0.050 | alpha = 1.53 | Tmax = 0.206844
 HL = 5.000 | t1//t0 = 50.000 | l1//l0 = 0.050 | alpha = 1.53 | Tmax = 0.279966
 HL = 10.000 | t1//t0 = 18.000 | l1//l0 = 0.500 | alpha = 1.54 | Tmax = 0.185511
 HL = 7.000 | t1//t0 = 20.000 | l1//l0 = 0.070 | alpha = 1.49 | Tmax = 1.029334
 HL = 15.000 | t1//t0 = 18.000 | l1//l0 = 0.100 | alpha = 1.54 | Tmax = 1.613723
 HL = 5.000 | t1//t0 = 20.000 | l1//l0 = 0.050 | alpha = 1.51 | Tmax = 0.383676
 HL = 15.000 | t1//t0 = 20.000 | l1//l0 = 0.100 | alpha = 1.54 | Tmax = 1.633361
 HL = 7.000 | t1//t0 = 18.000 | l1//l0 = 0.500 | alpha = 1.52 | Tmax = 0.228217
 HL = 7.000 | t1//t0 = 60.000 | l1//l0 = 0.070 | alpha = 1.50 | Tmax = 1.079287
 HL = 10.000 | t1//t0 = 18.000 | l1//l0 = 0.050 | alpha = 1.53 | Tmax = 1.061612
 HL = 15.000 | t1//t0 = 30.000 | l1//l0 = 0.100 | alpha = 1.56 | Tmax = 0.099600
 HL = 10.000 | t1//t0 = 18.000 | l1//l0 = 0.500 | alpha = 1.55 | Tmax = 0.011952
 HL = 15.000 | t1//t0 = 18.000 | l1//l0 = 0.500 | alpha = 1.51 | Tmax = 2.115140
 HL = 15.000 | t1//t0 = 17.000 | l1//l0 = 0.700 | alpha = 1.53 | Tmax = 1.110682
 HL = 10.000 | t1//t0 = 17.000 | l1//l0 = 0.500 | alpha = 1.55 | Tmax = 0.011960
 HL = 7.000 | t1//t0 = 15.000 | l1//l0 = 0.500 | alpha = 1.53 | Tmax = 0.096749
 HL = 15.000 | t1//t0 = 30.000 | l1//l0 = 0.300 | alpha = 1.52 | Tmax = 2.120443
 HL = 15.000 | t1//t0 = 20.000 | l1//l0 = 0.500 | alpha = 1.55 | Tmax = 0.285494
 HL = 10.000 | t1//t0 = 15.000 | l1//l0 = 0.300 | alpha = 1.54 | Tmax = 0.328352
 HL = 10.000 | t1//t0 = 17.000 | l1//l0 = 0.300 | alpha = 1.54 | Tmax = 0.332810
 HL = 15.000 | t1//t0 = 15.000 | l1//l0 = 0.300 | alpha = 1.53 | Tmax = 1.670453
 HL = 7.000 | t1//t0 = 20.000 | l1//l0 = 0.300 | alpha = 1.54 | Tmax = 0.052012
 HL = 7.000 | t1//t0 = 15.000 | l1//l0 = 0.700 | alpha = 1.53 | Tmax = 0.040607
 HL = 15.000 | t1//t0 = 30.000 | l1//l0 = 0.500 | alpha = 1.54 | Tmax = Inf
 HL = 10.000 | t1//t0 = 30.000 | l1//l0 = 0.500 | alpha = 1.55 | Tmax = 0.011902
 HL = 10.000 | t1//t0 = 20.000 | l1//l0 = 0.300 | alpha = 1.54 | Tmax = 0.339736
 HL = 15.000 | t1//t0 = 18.000 | l1//l0 = 0.700 | alpha = 1.53 | Tmax = 1.113011
 HL = 15.000 | t1//t0 = 40.000 | l1//l0 = 0.300 | alpha = 1.54 | Tmax = 1.194520
 HL = 10.000 | t1//t0 = 40.000 | l1//l0 = 0.300 | alpha = 1.54 | Tmax = 0.355621
 HL = 15.000 | t1//t0 = 40.000 | l1//l0 = 0.700 | alpha = 1.54 | Tmax = Inf
 HL = 7.000 | t1//t0 = 40.000 | l1//l0 = 0.300 | alpha = 1.54 | Tmax = 0.058152
 HL = 10.000 | t1//t0 = 40.000 | l1//l0 = 0.300 | alpha = 1.55 | Tmax = 0.057387
 HL = 7.000 | t1//t0 = 30.000 | l1//l0 = 0.500 | alpha = 1.54 | Tmax = 0.017018
 HL = 15.000 | t1//t0 = 30.000 | l1//l0 = 0.300 | alpha = 1.55 | Tmax = 0.528032
 HL = 10.000 | t1//t0 = 20.000 | l1//l0 = 0.300 | alpha = 1.55 | Tmax = 0.049187
 HL = 15.000 | t1//t0 = 40.000 | l1//l0 = 0.700 | alpha = 1.55 | Tmax = Inf
 HL = 10.000 | t1//t0 = 30.000 | l1//l0 = 0.300 | alpha = 1.55 | Tmax = 0.054251
 HL = 15.000 | t1//t0 = 30.000 | l1//l0 = 0.300 | alpha = 1.53 | Tmax = 1.706751
 HL = 0.500 | t1//t0 = 140.000 | l1//l0 = 0.070 | alpha = 1.20 | Tmax = 0.130906
 HL = 10.000 | t1//t0 = 4.000 | l1//l0 = 0.002 | alpha = 1.49 | Tmax = 1.770890
 HL = 2.000 | t1//t0 = 80.000 | l1//l0 = 0.050 | alpha = 1.23 | Tmax = 0.507691
 HL = 5.000 | t1//t0 = 220.000 | l1//l0 = 0.500 | alpha = 1.41 | Tmax = Inf
 HL = 20.000 | t1//t0 = 140.000 | l1//l0 = 0.100 | alpha = 1.51 | Tmax = Inf
 HL = 10.000 | t1//t0 = 12.000 | l1//l0 = 0.050 | alpha = 1.54 | Tmax = 0.633521
 HL = 5.000 | t1//t0 = 9.000 | l1//l0 = 0.300 | alpha = 1.41 | Tmax = 0.760956
 HL = 1.000 | t1//t0 = 18.000 | l1//l0 = 0.100 | alpha = 1.30 | Tmax = 0.104313
 HL = 30.000 | t1//t0 = 17.000 | l1//l0 = 0.020 | alpha = 1.54 | Tmax = 6.363665
 HL = 15.000 | t1//t0 = 110.000 | l1//l0 = 0.050 | alpha = 1.53 | Tmax = 3.209661
 HL = 10.000 | t1//t0 = 10.000 | l1//l0 = 0.700 | alpha = 1.35 | Tmax = 2.357050
 HL = 1.000 | t1//t0 = 60.000 | l1//l0 = 0.020 | alpha = 1.50 | Tmax = 0.070843
 HL = 5.000 | t1//t0 = 60.000 | l1//l0 = 0.100 | alpha = 1.43 | Tmax = 0.938280
 HL = 2.000 | t1//t0 = 100.000 | l1//l0 = 0.300 | alpha = 1.40 | Tmax = 0.133235
 HL = 2.000 | t1//t0 = 12.000 | l1//l0 = 0.020 | alpha = 1.38 | Tmax = 0.235835
 HL = 20.000 | t1//t0 = 13.000 | l1//l0 = 0.030 | alpha = 1.56 | Tmax = 0.584506
 HL = 1.000 | t1//t0 = 150.000 | l1//l0 = 0.050 | alpha = 1.49 | Tmax = 0.077171
 HL = 15.000 | t1//t0 = 4.000 | l1//l0 = 0.500 | alpha = 1.46 | Tmax = 3.176094
 HL = 7.000 | t1//t0 = 9.000 | l1//l0 = 0.300 | alpha = 1.39 | Tmax = 1.450117
 HL = 7.000 | t1//t0 = 120.000 | l1//l0 = 0.300 | alpha = 1.47 | Tmax = Inf
 HL = 7.000 | t1//t0 = 90.000 | l1//l0 = 0.100 | alpha = 1.45 | Tmax = 1.478961
 HL = 1.000 | t1//t0 = 5.000 | l1//l0 = 0.100 | alpha = 1.36 | Tmax = 0.095516
 HL = 15.000 | t1//t0 = 13.000 | l1//l0 = 1.000 | alpha = 1.40 | Tmax = 3.455381
 HL = 18.000 | t1//t0 = 20.000 | l1//l0 = 0.070 | alpha = 1.56 | Tmax = 0.351320
 HL = 15.000 | t1//t0 = 30.000 | l1//l0 = 0.070 | alpha = 1.50 | Tmax = 3.412603
 HL = 1.000 | t1//t0 = 40.000 | l1//l0 = 0.070 | alpha = 1.44 | Tmax = 0.088289
 HL = 2.000 | t1//t0 = 80.000 | l1//l0 = 0.700 | alpha = 1.38 | Tmax = 0.086120
 HL = 7.000 | t1//t0 = 100.000 | l1//l0 = 0.500 | alpha = 1.41 | Tmax = Inf
 HL = 18.000 | t1//t0 = 30.000 | l1//l0 = 0.700 | alpha = 1.53 | Tmax = Inf
 HL = 2.000 | t1//t0 = 9.000 | l1//l0 = 0.300 | alpha = 1.42 | Tmax = 0.091891
 HL = 5.000 | t1//t0 = 90.000 | l1//l0 = 1.000 | alpha = 1.45 | Tmax = Inf
 HL = 5.000 | t1//t0 = 5.000 | l1//l0 = 0.030 | alpha = 1.44 | Tmax = 0.774415
 HL = 15.000 | t1//t0 = 17.000 | l1//l0 = 0.300 | alpha = 1.46 | Tmax = 3.541826
 HL = 2.000 | t1//t0 = 5.000 | l1//l0 = 0.050 | alpha = 1.47 | Tmax = 0.056171
 HL = 15.000 | t1//t0 = 110.000 | l1//l0 = 0.700 | alpha = 1.51 | Tmax = Inf
 HL = 18.000 | t1//t0 = 100.000 | l1//l0 = 0.030 | alpha = 1.55 | Tmax = 3.746983
 HL = 2.000 | t1//t0 = 20.000 | l1//l0 = 0.050 | alpha = 1.42 | Tmax = 0.182691
 HL = 10.000 | t1//t0 = 120.000 | l1//l0 = 0.500 | alpha = 1.55 | Tmax = Inf
 HL = 20.000 | t1//t0 = 11.000 | l1//l0 = 0.500 | alpha = 1.49 | Tmax = 4.198911
 HL = 15.000 | t1//t0 = 15.000 | l1//l0 = 0.700 | alpha = 1.53 | Tmax = 1.105608
 HL = 5.000 | t1//t0 = 100.000 | l1//l0 = 0.050 | alpha = 1.40 | Tmax = 1.341900
 HL = 7.000 | t1//t0 = 13.000 | l1//l0 = 1.000 | alpha = 1.42 | Tmax = 0.870649
 HL = 2.000 | t1//t0 = 13.000 | l1//l0 = 0.100 | alpha = 1.39 | Tmax = 0.190585
 HL = 5.000 | t1//t0 = 40.000 | l1//l0 = 0.100 | alpha = 1.46 | Tmax = 0.752111
 HL = 10.000 | t1//t0 = 20.000 | l1//l0 = 0.700 | alpha = 1.47 | Tmax = 1.386216
 HL = 10.000 | t1//t0 = 50.000 | l1//l0 = 0.070 | alpha = 1.55 | Tmax = 0.414262
 HL = 5.000 | t1//t0 = 70.000 | l1//l0 = 1.000 | alpha = 1.48 | Tmax = Inf
 HL = 5.000 | t1//t0 = 18.000 | l1//l0 = 0.100 | alpha = 1.42 | Tmax = 0.896936
 HL = 5.000 | t1//t0 = 13.000 | l1//l0 = 0.300 | alpha = 1.45 | Tmax = 0.581769
 HL = 10.000 | t1//t0 = 10.000 | l1//l0 = 0.500 | alpha = 1.52 | Tmax = 0.684185
 HL = 7.000 | t1//t0 = 90.000 | l1//l0 = 0.300 | alpha = 1.48 | Tmax = Inf
 HL = 15.000 | t1//t0 = 30.000 | l1//l0 = 0.500 | alpha = 1.48 | Tmax = 2.893004
 HL = 10.000 | t1//t0 = 50.000 | l1//l0 = 0.300 | alpha = 1.40 | Tmax = Inf
 HL = 1.000 | t1//t0 = 12.000 | l1//l0 = 0.050 | alpha = 1.41 | Tmax = 0.092553
 HL = 18.000 | t1//t0 = 40.000 | l1//l0 = 1.000 | alpha = 1.51 | Tmax = Inf
 HL = 10.000 | t1//t0 = 30.000 | l1//l0 = 0.700 | alpha = 1.40 | Tmax = 2.062662
 HL = 7.000 | t1//t0 = 40.000 | l1//l0 = 0.500 | alpha = 1.54 | Tmax = Inf
 HL = 5.000 | t1//t0 = 15.000 | l1//l0 = 0.300 | alpha = 1.48 | Tmax = 0.402626
 HL = 7.000 | t1//t0 = 50.000 | l1//l0 = 0.070 | alpha = 1.44 | Tmax = 1.604646
 HL = 15.000 | t1//t0 = 10.000 | l1//l0 = 0.050 | alpha = 1.49 | Tmax = 3.412350
 HL = 2.000 | t1//t0 = 13.000 | l1//l0 = 0.050 | alpha = 1.46 | Tmax = 0.091832
 HL = 10.000 | t1//t0 = 90.000 | l1//l0 = 1.000 | alpha = 1.53 | Tmax = Inf
 HL = 10.000 | t1//t0 = 30.000 | l1//l0 = 0.070 | alpha = 1.52 | Tmax = 1.391486
 HL = 10.000 | t1//t0 = 15.000 | l1//l0 = 0.100 | alpha = 1.45 | Tmax = 2.286090
 HL = 2.000 | t1//t0 = 100.000 | l1//l0 = 0.070 | alpha = 1.44 | Tmax = 0.202213
 HL = 10.000 | t1//t0 = 60.000 | l1//l0 = 0.300 | alpha = 1.49 | Tmax = 1.529387
 HL = 20.000 | t1//t0 = 30.000 | l1//l0 = 0.050 | alpha = 1.53 | Tmax = 4.080877
 HL = 7.000 | t1//t0 = 30.000 | l1//l0 = 0.500 | alpha = 1.43 | Tmax = 1.101400
 HL = 22.000 | t1//t0 = 70.000 | l1//l0 = 0.100 | alpha = 1.56 | Tmax = Inf
 HL = 7.000 | t1//t0 = 110.000 | l1//l0 = 0.050 | alpha = 1.50 | Tmax = 1.360422
 HL = 7.000 | t1//t0 = 13.000 | l1//l0 = 0.700 | alpha = 1.42 | Tmax = 1.027226
 HL = 20.000 | t1//t0 = 40.000 | l1//l0 = 0.500 | alpha = 1.52 | Tmax = Inf
 HL = 10.000 | t1//t0 = 18.000 | l1//l0 = 0.300 | alpha = 1.45 | Tmax = 2.007484
 HL = 10.000 | t1//t0 = 60.000 | l1//l0 = 0.500 | alpha = 1.46 | Tmax = Inf
 HL = 10.000 | t1//t0 = 110.000 | l1//l0 = 0.070 | alpha = 1.49 | Tmax = 2.247656
 HL = 7.000 | t1//t0 = 12.000 | l1//l0 = 0.300 | alpha = 1.49 | Tmax = 0.730392
 HL = 20.000 | t1//t0 = 15.000 | l1//l0 = 0.500 | alpha = 1.47 | Tmax = 4.735942
