HL = 1.000 | t1//t0 = 9.000 | l1//l0 = 0.700 | alpha = 1.34 | Tmax = 0.109676
 HL = 0.500 | t1//t0 = 5.000 | l1//l0 = 0.001 | alpha = 1.20 | Tmax = 0.123158
 HL = 0.200 | t1//t0 = 4.000 | l1//l0 = 0.010 | alpha = 1.24 | Tmax = 0.341554
 HL = 0.200 | t1//t0 = 10.000 | l1//l0 = 0.100 | alpha = 1.40 | Tmax = 0.118302
 HL = 0.500 | t1//t0 = 10.000 | l1//l0 = 0.700 | alpha = 1.19 | Tmax = 0.128703
 HL = 0.200 | t1//t0 = 210.000 | l1//l0 = 0.500 | alpha = 1.46 | Tmax = 0.159592
 HL = 0.500 | t1//t0 = 140.000 | l1//l0 = 0.700 | alpha = 1.22 | Tmax = 0.125757
 HL = 1.000 | t1//t0 = 2.000 | l1//l0 = 0.010 | alpha = 1.22 | Tmax = 0.150737
 HL = 0.500 | t1//t0 = 90.000 | l1//l0 = 0.500 | alpha = 1.08 | Tmax = 0.164076
 HL = 0.200 | t1//t0 = 160.000 | l1//l0 = 0.700 | alpha = 1.03 | Tmax = 0.290554
 HL = 2.000 | t1//t0 = 4.000 | l1//l0 = 0.020 | alpha = 1.32 | Tmax = 0.481516
 HL = 7.000 | t1//t0 = 5.000 | l1//l0 = 0.500 | alpha = 1.45 | Tmax = 1.556841
 HL = 7.000 | t1//t0 = 40.000 | l1//l0 = 1.000 | alpha = 1.48 | Tmax = 1.259598
 HL = 0.200 | t1//t0 = 220.000 | l1//l0 = 0.500 | alpha = 1.12 | Tmax = 0.144995
 HL = 2.000 | t1//t0 = 4.000 | l1//l0 = 0.100 | alpha = 1.18 | Tmax = 0.541119
 HL = 7.000 | t1//t0 = 30.000 | l1//l0 = 1.000 | alpha = 1.39 | Tmax = 1.841552
 HL = 0.500 | t1//t0 = 9.000 | l1//l0 = 0.100 | alpha = 1.31 | Tmax = 0.160789
 HL = 0.500 | t1//t0 = 80.000 | l1//l0 = 0.500 | alpha = 1.31 | Tmax = 0.158782
 HL = 22.000 | t1//t0 = 2.000 | l1//l0 = 0.300 | alpha = 1.54 | Tmax = Inf
 HL = 2.000 | t1//t0 = 2.000 | l1//l0 = 0.500 | alpha = 1.34 | Tmax = 0.218806
 HL = 0.500 | t1//t0 = 190.000 | l1//l0 = 0.700 | alpha = 1.18 | Tmax = 0.127633
 HL = 2.000 | t1//t0 = 9.000 | l1//l0 = 1.000 | alpha = 1.28 | Tmax = 0.308480
 HL = 2.000 | t1//t0 = 210.000 | l1//l0 = 1.000 | alpha = 1.35 | Tmax = 0.325171
 HL = 0.200 | t1//t0 = 17.000 | l1//l0 = 0.300 | alpha = 1.13 | Tmax = 0.202443
 HL = 1.000 | t1//t0 = 30.000 | l1//l0 = 0.500 | alpha = 1.39 | Tmax = 0.239726
 HL = 1.000 | t1//t0 = 170.000 | l1//l0 = 1.000 | alpha = 1.36 | Tmax = 0.101704
 HL = 1.000 | t1//t0 = 17.000 | l1//l0 = 0.500 | alpha = 1.40 | Tmax = 0.169633
 HL = 0.500 | t1//t0 = 9.000 | l1//l0 = 1.000 | alpha = 1.22 | Tmax = 0.153259
 HL = 2.000 | t1//t0 = 13.000 | l1//l0 = 1.000 | alpha = 1.27 | Tmax = 0.338950
 HL = 1.000 | t1//t0 = 15.000 | l1//l0 = 0.700 | alpha = 1.21 | Tmax = 0.181756
 HL = 15.000 | t1//t0 = 9.000 | l1//l0 = 0.700 | alpha = 1.52 | Tmax = 3.136273
 HL = 15.000 | t1//t0 = 90.000 | l1//l0 = 1.000 | alpha = 1.50 | Tmax = 3.639144
 HL = 22.000 | t1//t0 = 20.000 | l1//l0 = 1.000 | alpha = 1.56 | Tmax = 0.971653
 HL = 5.000 | t1//t0 = 60.000 | l1//l0 = 1.000 | alpha = 1.39 | Tmax = 1.165145
 HL = 10.000 | t1//t0 = 20.000 | l1//l0 = 1.000 | alpha = 1.50 | Tmax = 1.808711
 HL = 0.200 | t1//t0 = 70.000 | l1//l0 = 0.500 | alpha = 1.33 | Tmax = 0.212681
 HL = 2.000 | t1//t0 = 4.000 | l1//l0 = 0.500 | alpha = 1.45 | Tmax = 0.133634
 HL = 7.000 | t1//t0 = 2.000 | l1//l0 = 0.050 | alpha = 1.45 | Tmax = 1.507374
 HL = 1.000 | t1//t0 = 9.000 | l1//l0 = 1.000 | alpha = 1.42 | Tmax = 0.083629
 HL = 0.500 | t1//t0 = 10.000 | l1//l0 = 0.700 | alpha = 1.35 | Tmax = 0.148097
 HL = 0.500 | t1//t0 = 10.000 | l1//l0 = 0.300 | alpha = 1.36 | Tmax = 0.117102
 HL = 2.000 | t1//t0 = 18.000 | l1//l0 = 0.500 | alpha = 1.38 | Tmax = 0.511324
 HL = 0.500 | t1//t0 = 10.000 | l1//l0 = 0.100 | alpha = 1.38 | Tmax = 0.185428
 HL = 1.000 | t1//t0 = 30.000 | l1//l0 = 0.700 | alpha = 1.44 | Tmax = 0.094246
 HL = 1.000 | t1//t0 = 4.000 | l1//l0 = 0.300 | alpha = 1.39 | Tmax = 0.092679
 HL = 2.000 | t1//t0 = 9.000 | l1//l0 = 0.500 | alpha = 1.45 | Tmax = 0.254736
 HL = 0.500 | t1//t0 = 20.000 | l1//l0 = 0.700 | alpha = 1.39 | Tmax = 0.139602
 HL = 1.000 | t1//t0 = 9.000 | l1//l0 = 0.300 | alpha = 1.43 | Tmax = 0.166422
 HL = 7.000 | t1//t0 = 13.000 | l1//l0 = 1.000 | alpha = 1.44 | Tmax = 1.444294
 HL = 2.000 | t1//t0 = 5.000 | l1//l0 = 0.070 | alpha = 1.52 | Tmax = 0.176320
 HL = 15.000 | t1//t0 = 10.000 | l1//l0 = 0.500 | alpha = 1.54 | Tmax = 3.003120
 HL = 15.000 | t1//t0 = 17.000 | l1//l0 = 1.000 | alpha = 1.56 | Tmax = 0.149782
 HL = 7.000 | t1//t0 = 15.000 | l1//l0 = 0.700 | alpha = 1.46 | Tmax = 1.680117
 HL = 15.000 | t1//t0 = 2.000 | l1//l0 = 0.700 | alpha = 1.47 | Tmax = 3.344427
 HL = 10.000 | t1//t0 = 13.000 | l1//l0 = 0.700 | alpha = 1.52 | Tmax = 1.788988
 HL = 5.000 | t1//t0 = 12.000 | l1//l0 = 0.500 | alpha = 1.53 | Tmax = 0.603770
 HL = 1.000 | t1//t0 = 15.000 | l1//l0 = 0.500 | alpha = 1.52 | Tmax = 0.070213
 HL = 15.000 | t1//t0 = 2.000 | l1//l0 = 0.100 | alpha = 1.52 | Tmax = 2.918370
 HL = 5.000 | t1//t0 = 11.000 | l1//l0 = 0.700 | alpha = 1.49 | Tmax = 0.733855
 HL = 5.000 | t1//t0 = 2.000 | l1//l0 = 0.100 | alpha = 1.48 | Tmax = 0.675861
 HL = 5.000 | t1//t0 = 5.000 | l1//l0 = 1.000 | alpha = 1.48 | Tmax = 0.457752
 HL = 1.000 | t1//t0 = 130.000 | l1//l0 = 0.700 | alpha = 1.50 | Tmax = 0.066508
 HL = 5.000 | t1//t0 = 120.000 | l1//l0 = 1.000 | alpha = 1.35 | Tmax = 1.318415
 HL = 2.000 | t1//t0 = 18.000 | l1//l0 = 0.500 | alpha = 1.42 | Tmax = 0.453509
 HL = 0.500 | t1//t0 = 17.000 | l1//l0 = 0.700 | alpha = 1.30 | Tmax = 0.127983
 HL = 0.500 | t1//t0 = 9.000 | l1//l0 = 0.020 | alpha = 1.17 | Tmax = 0.171913
 HL = 1.000 | t1//t0 = 210.000 | l1//l0 = 0.700 | alpha = 1.36 | Tmax = 0.186012
 HL = 0.200 | t1//t0 = 18.000 | l1//l0 = 0.007 | alpha = 1.20 | Tmax = 0.081369
 HL = 1.000 | t1//t0 = 2.000 | l1//l0 = 0.001 | alpha = 1.03 | Tmax = 0.203289
 HL = 5.000 | t1//t0 = 150.000 | l1//l0 = 1.000 | alpha = 1.36 | Tmax = Inf
 HL = 0.500 | t1//t0 = 10.000 | l1//l0 = 0.020 | alpha = 1.16 | Tmax = 0.180513
 HL = 0.500 | t1//t0 = 60.000 | l1//l0 = 0.500 | alpha = 1.12 | Tmax = 0.155417
 HL = 0.500 | t1//t0 = 2.000 | l1//l0 = 0.001 | alpha = 1.10 | Tmax = 0.126057
 HL = 7.000 | t1//t0 = 9.000 | l1//l0 = 1.000 | alpha = 1.55 | Tmax = 0.012428
 HL = 0.500 | t1//t0 = 10.000 | l1//l0 = 0.005 | alpha = 1.09 | Tmax = 0.179003
 HL = 0.500 | t1//t0 = 5.000 | l1//l0 = 0.002 | alpha = 1.36 | Tmax = 0.114467
 HL = 2.000 | t1//t0 = 20.000 | l1//l0 = 1.000 | alpha = 1.42 | Tmax = 0.182161
 HL = 0.500 | t1//t0 = 12.000 | l1//l0 = 0.007 | alpha = 1.00 | Tmax = 0.187271
 HL = 2.000 | t1//t0 = 130.000 | l1//l0 = 1.000 | alpha = 1.04 | Tmax = 0.542332
 HL = 2.000 | t1//t0 = 5.000 | l1//l0 = 0.007 | alpha = 1.49 | Tmax = 0.374238
 HL = 0.200 | t1//t0 = 150.000 | l1//l0 = 0.700 | alpha = 1.07 | Tmax = 0.296298
 HL = 0.500 | t1//t0 = 200.000 | l1//l0 = 1.000 | alpha = 1.08 | Tmax = 0.129168
 HL = 0.500 | t1//t0 = 140.000 | l1//l0 = 0.700 | alpha = 1.24 | Tmax = 0.124930
 HL = 0.500 | t1//t0 = 220.000 | l1//l0 = 0.500 | alpha = 1.29 | Tmax = 0.187126
 HL = 0.500 | t1//t0 = 18.000 | l1//l0 = 0.300 | alpha = 1.42 | Tmax = 0.177597
 HL = 1.000 | t1//t0 = 80.000 | l1//l0 = 0.700 | alpha = 1.42 | Tmax = 0.131055
 HL = 0.500 | t1//t0 = 5.000 | l1//l0 = 0.007 | alpha = 1.49 | Tmax = 0.116905
 HL = 2.000 | t1//t0 = 13.000 | l1//l0 = 1.000 | alpha = 1.20 | Tmax = 0.390996
 HL = 20.000 | t1//t0 = 11.000 | l1//l0 = 0.500 | alpha = 1.55 | Tmax = 3.899122
 HL = 0.500 | t1//t0 = 15.000 | l1//l0 = 1.000 | alpha = 1.09 | Tmax = 0.135666
 HL = 0.200 | t1//t0 = 17.000 | l1//l0 = 0.005 | alpha = 1.00 | Tmax = 0.088322
 HL = 0.500 | t1//t0 = 2.000 | l1//l0 = 1.000 | alpha = 1.03 | Tmax = 0.166286
 HL = 0.500 | t1//t0 = 110.000 | l1//l0 = 1.000 | alpha = 1.19 | Tmax = 0.131149
 HL = 0.500 | t1//t0 = 4.000 | l1//l0 = 0.001 | alpha = 1.08 | Tmax = 0.124662
 HL = 0.500 | t1//t0 = 11.000 | l1//l0 = 0.070 | alpha = 1.08 | Tmax = 0.173898
 HL = 0.500 | t1//t0 = 9.000 | l1//l0 = 0.100 | alpha = 1.19 | Tmax = 0.155518
 HL = 0.500 | t1//t0 = 50.000 | l1//l0 = 0.700 | alpha = 1.15 | Tmax = 0.126263
 HL = 0.200 | t1//t0 = 12.000 | l1//l0 = 0.300 | alpha = 1.31 | Tmax = 0.261721
 HL = 2.000 | t1//t0 = 2.000 | l1//l0 = 0.003 | alpha = 1.00 | Tmax = 0.547921
 HL = 2.000 | t1//t0 = 5.000 | l1//l0 = 0.300 | alpha = 1.41 | Tmax = 0.303451
 HL = 5.000 | t1//t0 = 4.000 | l1//l0 = 0.050 | alpha = 1.46 | Tmax = 1.190008
 HL = 0.200 | t1//t0 = 90.000 | l1//l0 = 0.700 | alpha = 1.17 | Tmax = 0.320847
 HL = 0.200 | t1//t0 = 60.000 | l1//l0 = 0.300 | alpha = 1.06 | Tmax = 0.077953
 HL = 7.000 | t1//t0 = 4.000 | l1//l0 = 0.500 | alpha = 1.46 | Tmax = 1.382712
 HL = 0.200 | t1//t0 = 12.000 | l1//l0 = 0.500 | alpha = 1.22 | Tmax = 0.349812
 HL = 0.500 | t1//t0 = 30.000 | l1//l0 = 1.000 | alpha = 1.27 | Tmax = 0.144625
 HL = 1.000 | t1//t0 = 12.000 | l1//l0 = 0.700 | alpha = 1.45 | Tmax = 0.072616
 HL = 7.000 | t1//t0 = 13.000 | l1//l0 = 0.700 | alpha = 1.51 | Tmax = 1.111464
 HL = 20.000 | t1//t0 = 80.000 | l1//l0 = 1.000 | alpha = 1.52 | Tmax = 4.698557
 HL = 1.000 | t1//t0 = 9.000 | l1//l0 = 0.700 | alpha = 1.07 | Tmax = 0.192887
 HL = 2.000 | t1//t0 = 9.000 | l1//l0 = 0.700 | alpha = 1.30 | Tmax = 0.371974
 HL = 0.200 | t1//t0 = 9.000 | l1//l0 = 0.020 | alpha = 1.06 | Tmax = 0.179218
 HL = 1.000 | t1//t0 = 4.000 | l1//l0 = 0.005 | alpha = 1.08 | Tmax = 0.247634
 HL = 1.000 | t1//t0 = 140.000 | l1//l0 = 0.700 | alpha = 1.41 | Tmax = 0.146245
 HL = 1.000 | t1//t0 = 13.000 | l1//l0 = 0.300 | alpha = 1.52 | Tmax = 0.202751
 HL = 0.500 | t1//t0 = 80.000 | l1//l0 = 0.500 | alpha = 1.20 | Tmax = 0.161884
 HL = 0.200 | t1//t0 = 9.000 | l1//l0 = 0.010 | alpha = 1.26 | Tmax = 0.141778
 HL = 0.200 | t1//t0 = 10.000 | l1//l0 = 0.001 | alpha = 1.07 | Tmax = 0.153250
 HL = 0.200 | t1//t0 = 4.000 | l1//l0 = 0.001 | alpha = 1.01 | Tmax = 0.295200
 HL = 0.500 | t1//t0 = 9.000 | l1//l0 = 0.002 | alpha = 1.06 | Tmax = 0.170463
 HL = 0.200 | t1//t0 = 9.000 | l1//l0 = 0.300 | alpha = 1.18 | Tmax = 0.296405
 HL = 1.000 | t1//t0 = 100.000 | l1//l0 = 0.700 | alpha = 1.13 | Tmax = 0.260697
 HL = 0.200 | t1//t0 = 17.000 | l1//l0 = 0.010 | alpha = 1.22 | Tmax = 0.081258
 HL = 0.200 | t1//t0 = 9.000 | l1//l0 = 0.007 | alpha = 1.48 | Tmax = 0.087298
 HL = 1.000 | t1//t0 = 120.000 | l1//l0 = 1.000 | alpha = 1.35 | Tmax = 0.105776
 HL = 1.000 | t1//t0 = 17.000 | l1//l0 = 0.700 | alpha = 1.35 | Tmax = 0.131249
 HL = 1.000 | t1//t0 = 40.000 | l1//l0 = 0.700 | alpha = 1.14 | Tmax = 0.238401
 HL = 5.000 | t1//t0 = 200.000 | l1//l0 = 1.000 | alpha = 1.50 | Tmax = 0.574484
 HL = 1.000 | t1//t0 = 30.000 | l1//l0 = 0.500 | alpha = 1.35 | Tmax = 0.259510
 HL = 0.500 | t1//t0 = 5.000 | l1//l0 = 0.010 | alpha = 1.19 | Tmax = 0.123252
 HL = 0.500 | t1//t0 = 170.000 | l1//l0 = 0.700 | alpha = 1.30 | Tmax = 0.122499
 HL = 1.000 | t1//t0 = 5.000 | l1//l0 = 0.070 | alpha = 1.19 | Tmax = 0.241354
 HL = 2.000 | t1//t0 = 210.000 | l1//l0 = 0.700 | alpha = 1.28 | Tmax = 0.590578
 HL = 0.200 | t1//t0 = 11.000 | l1//l0 = 0.050 | alpha = 1.00 | Tmax = 0.163094
 HL = 0.200 | t1//t0 = 5.000 | l1//l0 = 0.020 | alpha = 1.34 | Tmax = 0.317614
 HL = 0.200 | t1//t0 = 90.000 | l1//l0 = 0.500 | alpha = 1.31 | Tmax = 0.190395
 HL = 1.000 | t1//t0 = 5.000 | l1//l0 = 0.050 | alpha = 1.01 | Tmax = 0.277188
 HL = 1.000 | t1//t0 = 15.000 | l1//l0 = 1.000 | alpha = 1.07 | Tmax = 0.171435
 HL = 0.500 | t1//t0 = 10.000 | l1//l0 = 0.500 | alpha = 1.16 | Tmax = 0.123273
 HL = 1.000 | t1//t0 = 50.000 | l1//l0 = 1.000 | alpha = 1.30 | Tmax = 0.122891
 HL = 0.200 | t1//t0 = 9.000 | l1//l0 = 0.300 | alpha = 1.36 | Tmax = 0.336232
 HL = 2.000 | t1//t0 = 160.000 | l1//l0 = 1.000 | alpha = 1.44 | Tmax = 0.183894
 HL = 0.200 | t1//t0 = 100.000 | l1//l0 = 0.500 | alpha = 1.27 | Tmax = 0.180081
 HL = 0.500 | t1//t0 = 4.000 | l1//l0 = 0.030 | alpha = 1.24 | Tmax = 0.119369
 HL = 0.500 | t1//t0 = 10.000 | l1//l0 = 0.002 | alpha = 1.01 | Tmax = 0.176099
 HL = 2.000 | t1//t0 = 2.000 | l1//l0 = 0.700 | alpha = 1.20 | Tmax = 0.304943
 HL = 0.500 | t1//t0 = 140.000 | l1//l0 = 0.700 | alpha = 1.25 | Tmax = 0.124513
 HL = 2.000 | t1//t0 = 150.000 | l1//l0 = 0.700 | alpha = 1.42 | Tmax = 0.405255
 HL = 0.200 | t1//t0 = 9.000 | l1//l0 = 0.001 | alpha = 1.47 | Tmax = 0.086566
 HL = 0.500 | t1//t0 = 11.000 | l1//l0 = 0.300 | alpha = 1.42 | Tmax = 0.114831
 HL = 0.500 | t1//t0 = 5.000 | l1//l0 = 0.100 | alpha = 1.28 | Tmax = 0.117860
 HL = 5.000 | t1//t0 = 9.000 | l1//l0 = 0.700 | alpha = 1.35 | Tmax = 1.310017
 HL = 1.000 | t1//t0 = 180.000 | l1//l0 = 1.000 | alpha = 1.23 | Tmax = 0.156747
 HL = 0.200 | t1//t0 = 13.000 | l1//l0 = 0.070 | alpha = 1.28 | Tmax = 0.092107
 HL = 0.200 | t1//t0 = 100.000 | l1//l0 = 0.500 | alpha = 1.27 | Tmax = 0.180081
 HL = 20.000 | t1//t0 = 2.000 | l1//l0 = 0.050 | alpha = 1.52 | Tmax = 4.649570
 HL = 0.500 | t1//t0 = 2.000 | l1//l0 = 0.500 | alpha = 1.24 | Tmax = 0.169534
 HL = 5.000 | t1//t0 = 2.000 | l1//l0 = 0.010 | alpha = 1.35 | Tmax = 1.269101
 HL = 0.500 | t1//t0 = 110.000 | l1//l0 = 0.700 | alpha = 1.15 | Tmax = 0.127906
 HL = 0.200 | t1//t0 = 12.000 | l1//l0 = 0.001 | alpha = 1.04 | Tmax = 0.127923
 HL = 0.500 | t1//t0 = 180.000 | l1//l0 = 0.700 | alpha = 1.44 | Tmax = 0.130334
 HL = 0.500 | t1//t0 = 2.000 | l1//l0 = 0.001 | alpha = 1.35 | Tmax = 0.156722
 HL = 0.200 | t1//t0 = 12.000 | l1//l0 = 0.050 | alpha = 1.19 | Tmax = 0.120645
 HL = 2.000 | t1//t0 = 2.000 | l1//l0 = 0.020 | alpha = 1.20 | Tmax = 0.435130
 HL = 5.000 | t1//t0 = 4.000 | l1//l0 = 0.300 | alpha = 1.38 | Tmax = 1.255586
 HL = 0.500 | t1//t0 = 110.000 | l1//l0 = 0.700 | alpha = 1.19 | Tmax = 0.126555
 HL = 0.200 | t1//t0 = 18.000 | l1//l0 = 0.003 | alpha = 1.25 | Tmax = 0.082819
 HL = 2.000 | t1//t0 = 4.000 | l1//l0 = 0.070 | alpha = 1.24 | Tmax = 0.517655
 HL = 5.000 | t1//t0 = 9.000 | l1//l0 = 0.700 | alpha = 1.50 | Tmax = 0.599059
 HL = 0.500 | t1//t0 = 50.000 | l1//l0 = 1.000 | alpha = 1.24 | Tmax = 0.138183
 HL = 0.200 | t1//t0 = 17.000 | l1//l0 = 0.500 | alpha = 1.25 | Tmax = 0.322472
 HL = 2.000 | t1//t0 = 4.000 | l1//l0 = 0.100 | alpha = 1.30 | Tmax = 0.459382
 HL = 1.000 | t1//t0 = 18.000 | l1//l0 = 0.500 | alpha = 1.32 | Tmax = 0.219404
 HL = 2.000 | t1//t0 = 12.000 | l1//l0 = 1.000 | alpha = 1.28 | Tmax = 0.325901
 HL = 1.000 | t1//t0 = 2.000 | l1//l0 = 0.030 | alpha = 1.30 | Tmax = 0.119752
 HL = 1.000 | t1//t0 = 2.000 | l1//l0 = 0.300 | alpha = 1.35 | Tmax = 0.082952
 HL = 0.200 | t1//t0 = 10.000 | l1//l0 = 0.100 | alpha = 1.33 | Tmax = 0.148272
 HL = 0.500 | t1//t0 = 5.000 | l1//l0 = 0.050 | alpha = 1.35 | Tmax = 0.114925
 HL = 2.000 | t1//t0 = 12.000 | l1//l0 = 1.000 | alpha = 1.49 | Tmax = 0.042045
 HL = 2.000 | t1//t0 = 2.000 | l1//l0 = 0.300 | alpha = 1.40 | Tmax = 0.180064
 HL = 0.500 | t1//t0 = 5.000 | l1//l0 = 0.070 | alpha = 1.42 | Tmax = 0.115309
 HL = 2.000 | t1//t0 = 4.000 | l1//l0 = 0.500 | alpha = 1.43 | Tmax = 0.169252
 HL = 7.000 | t1//t0 = 4.000 | l1//l0 = 0.700 | alpha = 1.39 | Tmax = 1.642497
 HL = 2.000 | t1//t0 = 10.000 | l1//l0 = 0.500 | alpha = 1.48 | Tmax = 0.202007
 HL = 7.000 | t1//t0 = 2.000 | l1//l0 = 0.300 | alpha = 1.38 | Tmax = 1.704684
 HL = 10.000 | t1//t0 = 17.000 | l1//l0 = 0.700 | alpha = 1.55 | Tmax = 0.780601
 HL = 1.000 | t1//t0 = 12.000 | l1//l0 = 0.300 | alpha = 1.48 | Tmax = 0.213925
 HL = 18.000 | t1//t0 = 2.000 | l1//l0 = 0.700 | alpha = 1.54 | Tmax = 1.819489
 HL = 20.000 | t1//t0 = 2.000 | l1//l0 = 0.300 | alpha = 1.53 | Tmax = 3.643079
 HL = 18.000 | t1//t0 = 4.000 | l1//l0 = 1.000 | alpha = 1.54 | Tmax = 1.867719
 HL = 7.000 | t1//t0 = 5.000 | l1//l0 = 0.500 | alpha = 1.55 | Tmax = 0.120510
 HL = 5.000 | t1//t0 = 11.000 | l1//l0 = 0.300 | alpha = 1.55 | Tmax = 0.840415
 HL = 7.000 | t1//t0 = 5.000 | l1//l0 = 0.700 | alpha = 1.47 | Tmax = 1.224397
 HL = 10.000 | t1//t0 = 11.000 | l1//l0 = 1.000 | alpha = 1.51 | Tmax = 1.484387
 HL = 18.000 | t1//t0 = 9.000 | l1//l0 = 0.500 | alpha = 1.54 | Tmax = 3.821590
 HL = 1.000 | t1//t0 = 12.000 | l1//l0 = 0.500 | alpha = 1.19 | Tmax = 0.223442
 HL = 5.000 | t1//t0 = 4.000 | l1//l0 = 0.007 | alpha = 1.53 | Tmax = 0.652954
 HL = 0.200 | t1//t0 = 200.000 | l1//l0 = 0.500 | alpha = 1.21 | Tmax = 0.141605
 HL = 0.200 | t1//t0 = 20.000 | l1//l0 = 0.100 | alpha = 1.28 | Tmax = 0.081757
 HL = 5.000 | t1//t0 = 18.000 | l1//l0 = 0.700 | alpha = 1.47 | Tmax = 0.989540
 HL = 1.000 | t1//t0 = 5.000 | l1//l0 = 0.003 | alpha = 1.20 | Tmax = 0.261121
 HL = 1.000 | t1//t0 = 5.000 | l1//l0 = 0.007 | alpha = 1.15 | Tmax = 0.268860
 HL = 0.500 | t1//t0 = 80.000 | l1//l0 = 0.500 | alpha = 1.23 | Tmax = 0.161461
 HL = 1.000 | t1//t0 = 2.000 | l1//l0 = 0.500 | alpha = 1.14 | Tmax = 0.130435
 HL = 1.000 | t1//t0 = 170.000 | l1//l0 = 1.000 | alpha = 1.19 | Tmax = 0.169622
 HL = 1.000 | t1//t0 = 150.000 | l1//l0 = 0.700 | alpha = 1.37 | Tmax = 0.176520
 HL = 1.000 | t1//t0 = 4.000 | l1//l0 = 0.020 | alpha = 1.32 | Tmax = 0.175004
 HL = 18.000 | t1//t0 = 2.000 | l1//l0 = 0.010 | alpha = 1.52 | Tmax = 4.054654
 HL = 2.000 | t1//t0 = 40.000 | l1//l0 = 0.700 | alpha = 1.21 | Tmax = 0.577169
 HL = 0.200 | t1//t0 = 9.000 | l1//l0 = 0.020 | alpha = 1.43 | Tmax = 0.081791
 HL = 1.000 | t1//t0 = 2.000 | l1//l0 = 0.070 | alpha = 1.34 | Tmax = 0.099929
 HL = 1.000 | t1//t0 = 10.000 | l1//l0 = 0.500 | alpha = 1.12 | Tmax = 0.224817
 HL = 1.000 | t1//t0 = 210.000 | l1//l0 = 0.500 | alpha = 1.55 | Tmax = 0.197791
 HL = 0.200 | t1//t0 = 90.000 | l1//l0 = 0.500 | alpha = 1.31 | Tmax = 0.190395
 HL = 0.500 | t1//t0 = 4.000 | l1//l0 = 0.100 | alpha = 1.19 | Tmax = 0.121463
 HL = 5.000 | t1//t0 = 10.000 | l1//l0 = 1.000 | alpha = 1.51 | Tmax = 0.318403
 HL = 0.200 | t1//t0 = 20.000 | l1//l0 = 0.001 | alpha = 1.06 | Tmax = 0.079885
 HL = 1.000 | t1//t0 = 2.000 | l1//l0 = 0.070 | alpha = 1.30 | Tmax = 0.115998
 HL = 1.000 | t1//t0 = 130.000 | l1//l0 = 1.000 | alpha = 1.39 | Tmax = 0.086810
 HL = 1.000 | t1//t0 = 130.000 | l1//l0 = 0.700 | alpha = 1.30 | Tmax = 0.213307
 HL = 5.000 | t1//t0 = 17.000 | l1//l0 = 1.000 | alpha = 1.36 | Tmax = 1.167670
 HL = 0.200 | t1//t0 = 18.000 | l1//l0 = 0.070 | alpha = 1.09 | Tmax = 0.088254
 HL = 1.000 | t1//t0 = 9.000 | l1//l0 = 1.000 | alpha = 1.36 | Tmax = 0.077478
 HL = 0.200 | t1//t0 = 180.000 | l1//l0 = 0.500 | alpha = 1.14 | Tmax = 0.151213
 HL = 0.200 | t1//t0 = 10.000 | l1//l0 = 0.300 | alpha = 1.25 | Tmax = 0.288996
 HL = 1.000 | t1//t0 = 2.000 | l1//l0 = 0.005 | alpha = 1.36 | Tmax = 0.097040
 HL = 0.500 | t1//t0 = 2.000 | l1//l0 = 0.030 | alpha = 1.36 | Tmax = 0.161789
 HL = 10.000 | t1//t0 = 9.000 | l1//l0 = 0.700 | alpha = 1.50 | Tmax = 2.024872
 HL = 0.200 | t1//t0 = 9.000 | l1//l0 = 0.007 | alpha = 1.13 | Tmax = 0.166338
 HL = 1.000 | t1//t0 = 10.000 | l1//l0 = 0.500 | alpha = 1.22 | Tmax = 0.200070
 HL = 1.000 | t1//t0 = 20.000 | l1//l0 = 1.000 | alpha = 1.11 | Tmax = 0.168887
 HL = 1.000 | t1//t0 = 4.000 | l1//l0 = 0.030 | alpha = 1.39 | Tmax = 0.137732
 HL = 1.000 | t1//t0 = 11.000 | l1//l0 = 0.500 | alpha = 1.27 | Tmax = 0.191796
 HL = 0.200 | t1//t0 = 9.000 | l1//l0 = 0.001 | alpha = 1.06 | Tmax = 0.172170
 HL = 0.500 | t1//t0 = 4.000 | l1//l0 = 0.020 | alpha = 1.37 | Tmax = 0.118644
 HL = 1.000 | t1//t0 = 110.000 | l1//l0 = 0.700 | alpha = 1.19 | Tmax = 0.248588
 HL = 0.200 | t1//t0 = 17.000 | l1//l0 = 0.020 | alpha = 1.18 | Tmax = 0.080036
 HL = 0.200 | t1//t0 = 120.000 | l1//l0 = 0.700 | alpha = 1.08 | Tmax = 0.300353
 HL = 1.000 | t1//t0 = 120.000 | l1//l0 = 1.000 | alpha = 1.41 | Tmax = 0.077757
 HL = 1.000 | t1//t0 = 2.000 | l1//l0 = 0.007 | alpha = 1.38 | Tmax = 0.088306
 HL = 2.000 | t1//t0 = 220.000 | l1//l0 = 0.700 | alpha = 1.30 | Tmax = 0.571828
 HL = 0.500 | t1//t0 = 70.000 | l1//l0 = 0.500 | alpha = 1.25 | Tmax = 0.157237
 HL = 0.500 | t1//t0 = 190.000 | l1//l0 = 0.700 | alpha = 1.07 | Tmax = 0.130873
 HL = 15.000 | t1//t0 = 12.000 | l1//l0 = 1.000 | alpha = 1.51 | Tmax = 2.987933
 HL = 7.000 | t1//t0 = 2.000 | l1//l0 = 0.500 | alpha = 1.38 | Tmax = 1.588473
