HL = 1.000 | t1//t0 = 9.000 | l1//l0 = 0.700 | alpha = 1.34 | Tmax = Inf
 HL = 0.200 | t1//t0 = 20.000 | l1//l0 = 1.000 | alpha = 1.06 | Tmax = 0.067433
 HL = 0.200 | t1//t0 = 18.000 | l1//l0 = 1.000 | alpha = 1.01 | Tmax = 0.083994
 HL = 0.200 | t1//t0 = 13.000 | l1//l0 = 0.500 | alpha = 1.15 | Tmax = 0.062831
 HL = 1.000 | t1//t0 = 2.000 | l1//l0 = 0.010 | alpha = 1.28 | Tmax = 0.198731
 HL = 0.200 | t1//t0 = 2.000 | l1//l0 = 0.100 | alpha = 1.27 | Tmax = 0.338414
 HL = 1.000 | t1//t0 = 2.000 | l1//l0 = 0.001 | alpha = 1.09 | Tmax = 0.255346
 HL = 0.200 | t1//t0 = 4.000 | l1//l0 = 0.100 | alpha = 1.36 | Tmax = 0.079679
 HL = 5.000 | t1//t0 = 15.000 | l1//l0 = 1.000 | alpha = 1.11 | Tmax = Inf
 HL = 0.500 | t1//t0 = 2.000 | l1//l0 = 0.700 | alpha = 1.20 | Tmax = 0.124778
 HL = 2.000 | t1//t0 = 2.000 | l1//l0 = 0.700 | alpha = 1.28 | Tmax = 0.403744
 HL = 0.200 | t1//t0 = 12.000 | l1//l0 = 0.030 | alpha = 1.02 | Tmax = 0.062641
 HL = 0.200 | t1//t0 = 9.000 | l1//l0 = 0.020 | alpha = 1.17 | Tmax = 0.062685
 HL = 0.200 | t1//t0 = 2.000 | l1//l0 = 0.700 | alpha = 1.03 | Tmax = 0.341309
 HL = 0.500 | t1//t0 = 9.000 | l1//l0 = 1.000 | alpha = 1.20 | Tmax = 0.153695
 HL = 2.000 | t1//t0 = 2.000 | l1//l0 = 1.000 | alpha = 1.18 | Tmax = 0.433247
 HL = 0.200 | t1//t0 = 10.000 | l1//l0 = 0.050 | alpha = 1.01 | Tmax = 0.069175
 HL = 0.500 | t1//t0 = 2.000 | l1//l0 = 1.000 | alpha = 1.08 | Tmax = 0.128370
 HL = 0.200 | t1//t0 = 5.000 | l1//l0 = 0.700 | alpha = 1.23 | Tmax = 0.181929
 HL = 0.500 | t1//t0 = 2.000 | l1//l0 = 0.500 | alpha = 1.01 | Tmax = 0.133075
 HL = 0.200 | t1//t0 = 10.000 | l1//l0 = 1.000 | alpha = 1.07 | Tmax = 0.146205
 HL = 0.200 | t1//t0 = 2.000 | l1//l0 = 0.300 | alpha = 1.05 | Tmax = 0.311518
 HL = 0.200 | t1//t0 = 5.000 | l1//l0 = 1.000 | alpha = 1.15 | Tmax = 0.243028
 HL = 0.200 | t1//t0 = 10.000 | l1//l0 = 0.030 | alpha = 1.02 | Tmax = 0.067732
 HL = 0.500 | t1//t0 = 5.000 | l1//l0 = 0.100 | alpha = 1.04 | Tmax = 0.153174
 HL = 0.200 | t1//t0 = 9.000 | l1//l0 = 0.050 | alpha = 1.03 | Tmax = 0.074839
 HL = 0.200 | t1//t0 = 9.000 | l1//l0 = 0.050 | alpha = 1.16 | Tmax = 0.062992
 HL = 0.200 | t1//t0 = 4.000 | l1//l0 = 0.100 | alpha = 1.19 | Tmax = 0.143887
 HL = 0.200 | t1//t0 = 12.000 | l1//l0 = 0.700 | alpha = 1.02 | Tmax = 0.092411
 HL = 0.200 | t1//t0 = 9.000 | l1//l0 = 0.070 | alpha = 1.06 | Tmax = 0.072177
 HL = 0.500 | t1//t0 = 2.000 | l1//l0 = 0.500 | alpha = 1.12 | Tmax = 0.127530
 HL = 0.200 | t1//t0 = 2.000 | l1//l0 = 0.070 | alpha = 1.03 | Tmax = 0.289418
 HL = 0.200 | t1//t0 = 2.000 | l1//l0 = 0.300 | alpha = 1.03 | Tmax = 0.309824
 HL = 0.200 | t1//t0 = 5.000 | l1//l0 = 0.500 | alpha = 1.00 | Tmax = 0.194173
 HL = 0.500 | t1//t0 = 4.000 | l1//l0 = 0.500 | alpha = 1.05 | Tmax = 0.134351
 HL = 0.200 | t1//t0 = 10.000 | l1//l0 = 0.300 | alpha = 1.05 | Tmax = 0.075457
 HL = 0.200 | t1//t0 = 11.000 | l1//l0 = 0.700 | alpha = 1.04 | Tmax = 0.099106
 HL = 0.500 | t1//t0 = 2.000 | l1//l0 = 0.300 | alpha = 1.16 | Tmax = 0.126222
 HL = 0.200 | t1//t0 = 12.000 | l1//l0 = 0.100 | alpha = 1.07 | Tmax = 0.063326
 HL = 1.000 | t1//t0 = 4.000 | l1//l0 = 0.700 | alpha = 1.12 | Tmax = 0.284138
 HL = 0.200 | t1//t0 = 11.000 | l1//l0 = 0.300 | alpha = 1.16 | Tmax = 0.062903
 HL = 0.200 | t1//t0 = 15.000 | l1//l0 = 0.700 | alpha = 1.06 | Tmax = 0.066282
 HL = 0.200 | t1//t0 = 12.000 | l1//l0 = 0.300 | alpha = 1.03 | Tmax = 0.065070
 HL = 0.200 | t1//t0 = 4.000 | l1//l0 = 0.050 | alpha = 1.07 | Tmax = 0.171047
 HL = 0.200 | t1//t0 = 5.000 | l1//l0 = 0.100 | alpha = 1.15 | Tmax = 0.122531
 HL = 0.200 | t1//t0 = 4.000 | l1//l0 = 0.100 | alpha = 1.03 | Tmax = 0.183239
 HL = 0.200 | t1//t0 = 5.000 | l1//l0 = 1.000 | alpha = 1.16 | Tmax = 0.242663
 HL = 0.200 | t1//t0 = 11.000 | l1//l0 = 0.100 | alpha = 1.01 | Tmax = 0.065238
 HL = 0.200 | t1//t0 = 4.000 | l1//l0 = 1.000 | alpha = 1.02 | Tmax = 0.277370
 HL = 0.500 | t1//t0 = 10.000 | l1//l0 = 1.000 | alpha = 1.14 | Tmax = 0.154454
 HL = 0.200 | t1//t0 = 13.000 | l1//l0 = 0.100 | alpha = 1.02 | Tmax = 0.063245
 HL = 0.200 | t1//t0 = 20.000 | l1//l0 = 1.000 | alpha = 1.15 | Tmax = 0.061552
 HL = 0.200 | t1//t0 = 10.000 | l1//l0 = 0.070 | alpha = 1.09 | Tmax = 0.063704
 HL = 0.200 | t1//t0 = 4.000 | l1//l0 = 1.000 | alpha = 1.06 | Tmax = 0.277562
 HL = 0.200 | t1//t0 = 5.000 | l1//l0 = 0.070 | alpha = 1.02 | Tmax = 0.149754
 HL = 0.200 | t1//t0 = 4.000 | l1//l0 = 0.100 | alpha = 1.13 | Tmax = 0.161145
 HL = 0.200 | t1//t0 = 9.000 | l1//l0 = 0.300 | alpha = 1.07 | Tmax = 0.082216
 HL = 0.500 | t1//t0 = 5.000 | l1//l0 = 0.500 | alpha = 1.05 | Tmax = 0.139313
 HL = 0.200 | t1//t0 = 11.000 | l1//l0 = 0.070 | alpha = 1.04 | Tmax = 0.063009
 HL = 0.500 | t1//t0 = 9.000 | l1//l0 = 1.000 | alpha = 1.15 | Tmax = 0.149432
 HL = 0.200 | t1//t0 = 13.000 | l1//l0 = 0.300 | alpha = 1.08 | Tmax = 0.062862
 HL = 0.200 | t1//t0 = 5.000 | l1//l0 = 0.700 | alpha = 1.07 | Tmax = 0.208164
 HL = 0.200 | t1//t0 = 9.000 | l1//l0 = 1.000 | alpha = 1.10 | Tmax = 0.155922
 HL = 0.200 | t1//t0 = 13.000 | l1//l0 = 1.000 | alpha = 1.11 | Tmax = 0.101592
 HL = 0.200 | t1//t0 = 12.000 | l1//l0 = 0.300 | alpha = 1.01 | Tmax = 0.066652
 HL = 0.500 | t1//t0 = 5.000 | l1//l0 = 0.700 | alpha = 1.00 | Tmax = 0.131961
 HL = 0.200 | t1//t0 = 9.000 | l1//l0 = 0.500 | alpha = 1.08 | Tmax = 0.095816
 HL = 0.200 | t1//t0 = 5.000 | l1//l0 = 0.100 | alpha = 1.00 | Tmax = 0.155756
 HL = 1.000 | t1//t0 = 5.000 | l1//l0 = 1.000 | alpha = 1.12 | Tmax = 0.278497
 HL = 0.500 | t1//t0 = 12.000 | l1//l0 = 1.000 | alpha = 1.01 | Tmax = 0.153636
 HL = 0.500 | t1//t0 = 5.000 | l1//l0 = 0.300 | alpha = 1.03 | Tmax = 0.146296
 HL = 0.200 | t1//t0 = 9.000 | l1//l0 = 1.000 | alpha = 1.09 | Tmax = 0.157806
 HL = 30.000 | t1//t0 = 200.000 | l1//l0 = 0.020 | alpha = 1.24 | Tmax = Inf
 HL = 0.200 | t1//t0 = 4.000 | l1//l0 = 0.005 | alpha = 1.21 | Tmax = 0.128658
 HL = 1.000 | t1//t0 = 2.000 | l1//l0 = 1.000 | alpha = 1.25 | Tmax = 0.137313
 HL = 0.500 | t1//t0 = 5.000 | l1//l0 = 1.000 | alpha = 1.39 | Tmax = 0.113792
 HL = 0.200 | t1//t0 = 5.000 | l1//l0 = 0.100 | alpha = 1.36 | Tmax = 0.065499
 HL = 0.200 | t1//t0 = 2.000 | l1//l0 = 0.050 | alpha = 1.19 | Tmax = 0.307734
 HL = 2.000 | t1//t0 = 2.000 | l1//l0 = 0.100 | alpha = 1.25 | Tmax = 0.522095
 HL = 2.000 | t1//t0 = 2.000 | l1//l0 = 0.300 | alpha = 1.24 | Tmax = 0.492585
 HL = 2.000 | t1//t0 = 2.000 | l1//l0 = 1.000 | alpha = 1.24 | Tmax = 0.395972
 HL = 0.200 | t1//t0 = 13.000 | l1//l0 = 1.000 | alpha = 1.02 | Tmax = 0.120062
 HL = 0.200 | t1//t0 = 13.000 | l1//l0 = 1.000 | alpha = 1.18 | Tmax = 0.085640
 HL = 2.000 | t1//t0 = 2.000 | l1//l0 = 0.300 | alpha = 1.23 | Tmax = 0.499065
 HL = 0.200 | t1//t0 = 10.000 | l1//l0 = 0.700 | alpha = 1.01 | Tmax = 0.116846
 HL = 0.200 | t1//t0 = 10.000 | l1//l0 = 0.100 | alpha = 1.13 | Tmax = 0.062300
 HL = 0.200 | t1//t0 = 5.000 | l1//l0 = 0.070 | alpha = 1.16 | Tmax = 0.117480
 HL = 0.200 | t1//t0 = 12.000 | l1//l0 = 0.500 | alpha = 1.09 | Tmax = 0.067012
 HL = 0.200 | t1//t0 = 15.000 | l1//l0 = 1.000 | alpha = 1.18 | Tmax = 0.071007
 HL = 0.200 | t1//t0 = 13.000 | l1//l0 = 0.500 | alpha = 1.11 | Tmax = 0.061563
 HL = 0.500 | t1//t0 = 2.000 | l1//l0 = 0.030 | alpha = 1.13 | Tmax = 0.131759
 HL = 0.500 | t1//t0 = 5.000 | l1//l0 = 1.000 | alpha = 1.21 | Tmax = 0.122656
 HL = 0.200 | t1//t0 = 15.000 | l1//l0 = 0.700 | alpha = 1.07 | Tmax = 0.065227
 HL = 0.200 | t1//t0 = 17.000 | l1//l0 = 1.000 | alpha = 1.12 | Tmax = 0.070843
 HL = 0.200 | t1//t0 = 4.000 | l1//l0 = 1.000 | alpha = 1.19 | Tmax = 0.282474
 HL = 0.200 | t1//t0 = 12.000 | l1//l0 = 0.070 | alpha = 1.02 | Tmax = 0.062276
 HL = 1.000 | t1//t0 = 2.000 | l1//l0 = 0.050 | alpha = 1.06 | Tmax = 0.255590
 HL = 0.200 | t1//t0 = 17.000 | l1//l0 = 1.000 | alpha = 1.02 | Tmax = 0.088141
 HL = 0.200 | t1//t0 = 11.000 | l1//l0 = 0.050 | alpha = 1.06 | Tmax = 0.062133
 HL = 0.500 | t1//t0 = 5.000 | l1//l0 = 0.070 | alpha = 1.03 | Tmax = 0.153395
 HL = 0.200 | t1//t0 = 13.000 | l1//l0 = 0.100 | alpha = 1.04 | Tmax = 0.063759
 HL = 0.500 | t1//t0 = 2.000 | l1//l0 = 0.070 | alpha = 1.13 | Tmax = 0.130993
 HL = 0.500 | t1//t0 = 2.000 | l1//l0 = 0.070 | alpha = 1.04 | Tmax = 0.138474
 HL = 0.200 | t1//t0 = 11.000 | l1//l0 = 0.050 | alpha = 1.09 | Tmax = 0.062989
 HL = 0.500 | t1//t0 = 5.000 | l1//l0 = 0.100 | alpha = 1.03 | Tmax = 0.152607
 HL = 1.000 | t1//t0 = 2.000 | l1//l0 = 0.050 | alpha = 1.07 | Tmax = 0.253804
 HL = 0.200 | t1//t0 = 5.000 | l1//l0 = 0.300 | alpha = 1.17 | Tmax = 0.136063
 HL = 0.200 | t1//t0 = 11.000 | l1//l0 = 0.500 | alpha = 1.16 | Tmax = 0.064364
 HL = 0.500 | t1//t0 = 4.000 | l1//l0 = 0.700 | alpha = 1.03 | Tmax = 0.129712
 HL = 0.200 | t1//t0 = 10.000 | l1//l0 = 1.000 | alpha = 1.16 | Tmax = 0.126821
 HL = 0.500 | t1//t0 = 4.000 | l1//l0 = 0.050 | alpha = 1.07 | Tmax = 0.148042
 HL = 0.200 | t1//t0 = 10.000 | l1//l0 = 0.300 | alpha = 1.10 | Tmax = 0.069093
 HL = 0.200 | t1//t0 = 9.000 | l1//l0 = 0.500 | alpha = 1.06 | Tmax = 0.099735
 HL = 0.200 | t1//t0 = 11.000 | l1//l0 = 0.500 | alpha = 1.06 | Tmax = 0.077805
 HL = 0.500 | t1//t0 = 4.000 | l1//l0 = 0.500 | alpha = 1.02 | Tmax = 0.134267
 HL = 0.200 | t1//t0 = 17.000 | l1//l0 = 1.000 | alpha = 1.17 | Tmax = 0.063677
 HL = 0.200 | t1//t0 = 12.000 | l1//l0 = 0.500 | alpha = 1.10 | Tmax = 0.065946
 HL = 0.200 | t1//t0 = 17.000 | l1//l0 = 0.700 | alpha = 1.14 | Tmax = 0.063933
 HL = 0.500 | t1//t0 = 4.000 | l1//l0 = 0.700 | alpha = 1.02 | Tmax = 0.129786
 HL = 0.500 | t1//t0 = 5.000 | l1//l0 = 0.300 | alpha = 1.01 | Tmax = 0.145149
 HL = 0.200 | t1//t0 = 5.000 | l1//l0 = 0.500 | alpha = 1.12 | Tmax = 0.173242
 HL = 0.200 | t1//t0 = 12.000 | l1//l0 = 0.070 | alpha = 1.03 | Tmax = 0.062530
 HL = 0.200 | t1//t0 = 4.000 | l1//l0 = 0.070 | alpha = 1.05 | Tmax = 0.176886
 HL = 1.000 | t1//t0 = 4.000 | l1//l0 = 1.000 | alpha = 1.00 | Tmax = 0.254732
 HL = 0.200 | t1//t0 = 9.000 | l1//l0 = 1.000 | alpha = 1.15 | Tmax = 0.145643
 HL = 0.500 | t1//t0 = 4.000 | l1//l0 = 1.000 | alpha = 1.01 | Tmax = 0.125333
 HL = 0.200 | t1//t0 = 9.000 | l1//l0 = 0.500 | alpha = 1.10 | Tmax = 0.091837
 HL = 0.500 | t1//t0 = 5.000 | l1//l0 = 0.070 | alpha = 1.04 | Tmax = 0.153984
 HL = 0.200 | t1//t0 = 5.000 | l1//l0 = 0.100 | alpha = 1.09 | Tmax = 0.137493
 HL = 0.200 | t1//t0 = 11.000 | l1//l0 = 0.700 | alpha = 1.15 | Tmax = 0.077752
 HL = 0.500 | t1//t0 = 5.000 | l1//l0 = 0.500 | alpha = 1.11 | Tmax = 0.142697
 HL = 0.200 | t1//t0 = 9.000 | l1//l0 = 0.700 | alpha = 1.15 | Tmax = 0.101223
 HL = 0.500 | t1//t0 = 5.000 | l1//l0 = 1.000 | alpha = 1.04 | Tmax = 0.125672
 HL = 0.200 | t1//t0 = 15.000 | l1//l0 = 1.000 | alpha = 1.01 | Tmax = 0.104123
 HL = 0.200 | t1//t0 = 20.000 | l1//l0 = 0.700 | alpha = 1.05 | Tmax = 0.063433
 HL = 0.200 | t1//t0 = 5.000 | l1//l0 = 0.300 | alpha = 1.15 | Tmax = 0.141538
 HL = 0.200 | t1//t0 = 11.000 | l1//l0 = 0.500 | alpha = 1.03 | Tmax = 0.082403
 HL = 0.200 | t1//t0 = 12.000 | l1//l0 = 0.300 | alpha = 1.13 | Tmax = 0.063219
 HL = 0.200 | t1//t0 = 18.000 | l1//l0 = 0.700 | alpha = 1.02 | Tmax = 0.060984
 HL = 0.200 | t1//t0 = 12.000 | l1//l0 = 0.500 | alpha = 1.08 | Tmax = 0.068148
 HL = 0.200 | t1//t0 = 10.000 | l1//l0 = 0.070 | alpha = 1.04 | Tmax = 0.067245
 HL = 0.200 | t1//t0 = 10.000 | l1//l0 = 0.700 | alpha = 1.03 | Tmax = 0.113103
 HL = 0.200 | t1//t0 = 9.000 | l1//l0 = 1.000 | alpha = 1.02 | Tmax = 0.169592
 HL = 0.200 | t1//t0 = 10.000 | l1//l0 = 0.700 | alpha = 1.14 | Tmax = 0.090238
 HL = 0.200 | t1//t0 = 10.000 | l1//l0 = 0.070 | alpha = 1.06 | Tmax = 0.065679
 HL = 0.200 | t1//t0 = 17.000 | l1//l0 = 0.500 | alpha = 1.02 | Tmax = 0.062877
 HL = 0.500 | t1//t0 = 5.000 | l1//l0 = 0.700 | alpha = 1.13 | Tmax = 0.133190
 HL = 0.500 | t1//t0 = 11.000 | l1//l0 = 1.000 | alpha = 1.02 | Tmax = 0.150219
 HL = 0.200 | t1//t0 = 13.000 | l1//l0 = 0.300 | alpha = 1.10 | Tmax = 0.063486
 HL = 0.200 | t1//t0 = 11.000 | l1//l0 = 0.300 | alpha = 1.03 | Tmax = 0.070367
 HL = 0.200 | t1//t0 = 12.000 | l1//l0 = 0.700 | alpha = 1.14 | Tmax = 0.071639
 HL = 0.200 | t1//t0 = 15.000 | l1//l0 = 0.500 | alpha = 1.07 | Tmax = 0.062414
 HL = 0.200 | t1//t0 = 20.000 | l1//l0 = 0.700 | alpha = 1.04 | Tmax = 0.063111
 HL = 0.200 | t1//t0 = 15.000 | l1//l0 = 0.700 | alpha = 1.01 | Tmax = 0.072165
 HL = 0.200 | t1//t0 = 5.000 | l1//l0 = 0.100 | alpha = 1.03 | Tmax = 0.150227
 HL = 0.200 | t1//t0 = 18.000 | l1//l0 = 0.700 | alpha = 1.08 | Tmax = 0.062748
 HL = 0.200 | t1//t0 = 9.000 | l1//l0 = 0.100 | alpha = 1.08 | Tmax = 0.070995
 HL = 1.000 | t1//t0 = 2.000 | l1//l0 = 0.002 | alpha = 1.05 | Tmax = 0.262713
 HL = 30.000 | t1//t0 = 11.000 | l1//l0 = 0.007 | alpha = 1.33 | Tmax = Inf
 HL = 0.500 | t1//t0 = 2.000 | l1//l0 = 0.001 | alpha = 1.11 | Tmax = 0.134297
 HL = 0.200 | t1//t0 = 11.000 | l1//l0 = 0.003 | alpha = 1.04 | Tmax = 0.062237
 HL = 0.500 | t1//t0 = 2.000 | l1//l0 = 0.005 | alpha = 1.37 | Tmax = 0.116728
 HL = 1.000 | t1//t0 = 4.000 | l1//l0 = 0.700 | alpha = 1.19 | Tmax = 0.284071
 HL = 0.200 | t1//t0 = 4.000 | l1//l0 = 0.010 | alpha = 1.28 | Tmax = 0.103760
 HL = 0.200 | t1//t0 = 9.000 | l1//l0 = 1.000 | alpha = 1.12 | Tmax = 0.151996
 HL = 1.000 | t1//t0 = 2.000 | l1//l0 = 0.100 | alpha = 1.02 | Tmax = 0.256388
 HL = 0.200 | t1//t0 = 10.000 | l1//l0 = 0.020 | alpha = 1.10 | Tmax = 0.062619
 HL = 2.000 | t1//t0 = 2.000 | l1//l0 = 1.000 | alpha = 1.01 | Tmax = 0.501924
 HL = 0.200 | t1//t0 = 9.000 | l1//l0 = 0.020 | alpha = 1.16 | Tmax = 0.062758
 HL = 1.000 | t1//t0 = 2.000 | l1//l0 = 0.100 | alpha = 1.18 | Tmax = 0.223308
 HL = 0.500 | t1//t0 = 2.000 | l1//l0 = 0.070 | alpha = 1.00 | Tmax = 0.141298
 HL = 0.200 | t1//t0 = 13.000 | l1//l0 = 0.300 | alpha = 1.07 | Tmax = 0.062566
 HL = 0.500 | t1//t0 = 9.000 | l1//l0 = 1.000 | alpha = 1.21 | Tmax = 0.154635
 HL = 0.500 | t1//t0 = 4.000 | l1//l0 = 0.050 | alpha = 1.12 | Tmax = 0.150517
 HL = 0.500 | t1//t0 = 2.000 | l1//l0 = 0.500 | alpha = 1.09 | Tmax = 0.129106
 HL = 1.000 | t1//t0 = 2.000 | l1//l0 = 0.050 | alpha = 1.21 | Tmax = 0.219388
 HL = 0.500 | t1//t0 = 2.000 | l1//l0 = 0.700 | alpha = 1.01 | Tmax = 0.131582
 HL = 1.000 | t1//t0 = 2.000 | l1//l0 = 0.070 | alpha = 1.05 | Tmax = 0.255156
 HL = 2.000 | t1//t0 = 2.000 | l1//l0 = 0.500 | alpha = 1.15 | Tmax = 0.511366
 HL = 1.000 | t1//t0 = 5.000 | l1//l0 = 1.000 | alpha = 1.20 | Tmax = 0.277702
 HL = 0.500 | t1//t0 = 5.000 | l1//l0 = 0.500 | alpha = 1.02 | Tmax = 0.137720
 HL = 0.200 | t1//t0 = 4.000 | l1//l0 = 0.070 | alpha = 1.14 | Tmax = 0.155670
 HL = 0.200 | t1//t0 = 12.000 | l1//l0 = 0.700 | alpha = 1.15 | Tmax = 0.070052
 HL = 0.200 | t1//t0 = 12.000 | l1//l0 = 0.700 | alpha = 1.04 | Tmax = 0.088924
 HL = 0.200 | t1//t0 = 4.000 | l1//l0 = 0.700 | alpha = 1.13 | Tmax = 0.239294
 HL = 1.000 | t1//t0 = 2.000 | l1//l0 = 0.700 | alpha = 1.02 | Tmax = 0.210824
 HL = 0.500 | t1//t0 = 10.000 | l1//l0 = 1.000 | alpha = 1.08 | Tmax = 0.149768
 HL = 1.000 | t1//t0 = 2.000 | l1//l0 = 0.050 | alpha = 1.12 | Tmax = 0.243552
 HL = 0.200 | t1//t0 = 11.000 | l1//l0 = 0.050 | alpha = 1.12 | Tmax = 0.063918
 HL = 1.000 | t1//t0 = 4.000 | l1//l0 = 0.700 | alpha = 1.18 | Tmax = 0.284228
 HL = 2.000 | t1//t0 = 2.000 | l1//l0 = 0.700 | alpha = 1.01 | Tmax = 0.534209
 HL = 0.200 | t1//t0 = 9.000 | l1//l0 = 0.700 | alpha = 1.11 | Tmax = 0.110601
 HL = 0.200 | t1//t0 = 12.000 | l1//l0 = 0.500 | alpha = 1.02 | Tmax = 0.075663
 HL = 0.500 | t1//t0 = 5.000 | l1//l0 = 0.700 | alpha = 1.10 | Tmax = 0.132851
 HL = 0.200 | t1//t0 = 9.000 | l1//l0 = 0.100 | alpha = 1.07 | Tmax = 0.072166
 HL = 0.500 | t1//t0 = 4.000 | l1//l0 = 0.500 | alpha = 1.08 | Tmax = 0.134547
 HL = 0.200 | t1//t0 = 5.000 | l1//l0 = 0.100 | alpha = 1.17 | Tmax = 0.117035
 HL = 0.500 | t1//t0 = 4.000 | l1//l0 = 0.500 | alpha = 1.06 | Tmax = 0.134390
 HL = 0.500 | t1//t0 = 4.000 | l1//l0 = 0.500 | alpha = 1.09 | Tmax = 0.134464
 HL = 0.200 | t1//t0 = 4.000 | l1//l0 = 0.700 | alpha = 1.12 | Tmax = 0.240032
 HL = 0.500 | t1//t0 = 5.000 | l1//l0 = 0.500 | alpha = 1.10 | Tmax = 0.142089
 HL = 0.200 | t1//t0 = 12.000 | l1//l0 = 0.500 | alpha = 1.15 | Tmax = 0.061707
 HL = 0.200 | t1//t0 = 5.000 | l1//l0 = 0.100 | alpha = 1.02 | Tmax = 0.152135
 HL = 1.000 | t1//t0 = 5.000 | l1//l0 = 1.000 | alpha = 1.15 | Tmax = 0.278427
 HL = 0.200 | t1//t0 = 4.000 | l1//l0 = 0.500 | alpha = 1.15 | Tmax = 0.207714
 HL = 0.200 | t1//t0 = 15.000 | l1//l0 = 0.700 | alpha = 1.12 | Tmax = 0.061163
 HL = 0.500 | t1//t0 = 4.000 | l1//l0 = 0.070 | alpha = 1.10 | Tmax = 0.148825
 HL = 0.500 | t1//t0 = 9.000 | l1//l0 = 1.000 | alpha = 1.13 | Tmax = 0.147946
 HL = 0.200 | t1//t0 = 11.000 | l1//l0 = 0.070 | alpha = 1.02 | Tmax = 0.064001
 HL = 0.200 | t1//t0 = 5.000 | l1//l0 = 0.100 | alpha = 1.12 | Tmax = 0.130297
 HL = 0.200 | t1//t0 = 11.000 | l1//l0 = 0.700 | alpha = 1.03 | Tmax = 0.100974
 HL = 0.200 | t1//t0 = 10.000 | l1//l0 = 0.100 | alpha = 1.16 | Tmax = 0.063326
 HL = 0.200 | t1//t0 = 17.000 | l1//l0 = 1.000 | alpha = 1.10 | Tmax = 0.074152
 HL = 0.200 | t1//t0 = 10.000 | l1//l0 = 0.300 | alpha = 1.09 | Tmax = 0.070281
 HL = 0.200 | t1//t0 = 13.000 | l1//l0 = 0.500 | alpha = 1.15 | Tmax = 0.062831
 HL = 0.200 | t1//t0 = 5.000 | l1//l0 = 0.100 | alpha = 1.01 | Tmax = 0.153982
 HL = 0.200 | t1//t0 = 13.000 | l1//l0 = 0.700 | alpha = 1.02 | Tmax = 0.083795
 HL = 0.200 | t1//t0 = 17.000 | l1//l0 = 0.500 | alpha = 1.00 | Tmax = 0.062342
 HL = 0.200 | t1//t0 = 15.000 | l1//l0 = 0.500 | alpha = 1.04 | Tmax = 0.061486
 HL = 0.200 | t1//t0 = 9.000 | l1//l0 = 0.500 | alpha = 1.14 | Tmax = 0.083711
 HL = 0.200 | t1//t0 = 9.000 | l1//l0 = 0.100 | alpha = 1.09 | Tmax = 0.069851
 HL = 0.200 | t1//t0 = 9.000 | l1//l0 = 1.000 | alpha = 1.03 | Tmax = 0.168027
 HL = 0.200 | t1//t0 = 5.000 | l1//l0 = 0.700 | alpha = 1.01 | Tmax = 0.215455
 HL = 0.200 | t1//t0 = 11.000 | l1//l0 = 0.100 | alpha = 1.04 | Tmax = 0.063473
 HL = 0.200 | t1//t0 = 11.000 | l1//l0 = 0.070 | alpha = 1.08 | Tmax = 0.062519
 HL = 0.200 | t1//t0 = 20.000 | l1//l0 = 1.000 | alpha = 1.07 | Tmax = 0.066169
 HL = 0.200 | t1//t0 = 12.000 | l1//l0 = 0.070 | alpha = 1.06 | Tmax = 0.063320
 HL = 0.200 | t1//t0 = 5.000 | l1//l0 = 0.100 | alpha = 1.10 | Tmax = 0.135154
 HL = 0.200 | t1//t0 = 17.000 | l1//l0 = 1.000 | alpha = 1.03 | Tmax = 0.086361
 HL = 0.500 | t1//t0 = 4.000 | l1//l0 = 1.000 | alpha = 1.35 | Tmax = 0.112301
 HL = 2.000 | t1//t0 = 2.000 | l1//l0 = 0.007 | alpha = 1.37 | Tmax = 0.437131
 HL = 2.000 | t1//t0 = 2.000 | l1//l0 = 0.500 | alpha = 1.37 | Tmax = 0.345018
 HL = 0.500 | t1//t0 = 4.000 | l1//l0 = 0.700 | alpha = 1.29 | Tmax = 0.122484
 HL = 0.200 | t1//t0 = 5.000 | l1//l0 = 0.010 | alpha = 1.33 | Tmax = 0.068365
 HL = 0.200 | t1//t0 = 5.000 | l1//l0 = 0.050 | alpha = 1.15 | Tmax = 0.118685
 HL = 1.000 | t1//t0 = 2.000 | l1//l0 = 0.020 | alpha = 1.10 | Tmax = 0.251167
 HL = 0.500 | t1//t0 = 5.000 | l1//l0 = 0.700 | alpha = 1.15 | Tmax = 0.133836
 HL = 0.500 | t1//t0 = 4.000 | l1//l0 = 0.500 | alpha = 1.14 | Tmax = 0.134644
 HL = 0.200 | t1//t0 = 13.000 | l1//l0 = 0.300 | alpha = 1.06 | Tmax = 0.062271
 HL = 0.200 | t1//t0 = 2.000 | l1//l0 = 0.030 | alpha = 1.05 | Tmax = 0.286498
 HL = 1.000 | t1//t0 = 4.000 | l1//l0 = 1.000 | alpha = 1.10 | Tmax = 0.250952
 HL = 1.000 | t1//t0 = 2.000 | l1//l0 = 1.000 | alpha = 1.10 | Tmax = 0.178753
 HL = 0.200 | t1//t0 = 13.000 | l1//l0 = 0.700 | alpha = 1.06 | Tmax = 0.077426
 HL = 0.500 | t1//t0 = 4.000 | l1//l0 = 0.300 | alpha = 1.16 | Tmax = 0.143448
 HL = 0.200 | t1//t0 = 5.000 | l1//l0 = 0.050 | alpha = 1.22 | Tmax = 0.098918
